PostId,PostCreationDate,OwnerUserId,OwnerCreationDate,ReputationAtPostCreation,OwnerUndeletedAnswerCountAtPostTime,Title,BodyMarkdown,Tag1,Tag2,Tag3,Tag4,Tag5,PostClosedDate,OpenStatus,OpenStatusInt,BodyLength,TitleLength,TitleConcatWithBody,NumberOfTags
9471717,02/27/2012 20:21:07,1159632,01/19/2012 22:48:16,19,1,Bash Script - CRON job to back up a database weekly,"I need a Bash Script to run a CRON job of backing up the database every week on tuesdays. I'm using mySQL databse.

mysqldump -u*user* -p*password* -h localhost databasename > /.../dailbackup/final_db_$(date +%Y-%m-%d_%H_%M).sql

would this one work^^^?",database,bash,scripting,cron,godaddy,02/29/2012 00:10:01,off topic,1,34,11,"Bash Script - CRON job to back up a database weekly I need a Bash Script to run a CRON job of backing up the database every week on tuesdays. I'm using mySQL databse.

mysqldump -u*user* -p*password* -h localhost databasename > /.../dailbackup/final_db_$(date +%Y-%m-%d_%H_%M).sql

would this one work^^^?",5
2822522,05/12/2010 20:29:38,140903,07/19/2009 08:16:34,203,21,Maximum Row in DBMS,"Is there any limit to maximum row of table in DBMS (specially MySQL)?

I want create table for saving logfile and it's row increase so fast I want know what shoud I do to prevent any problem.",database,maximum,row,tuples,mysql,,open,0,36,4,"Maximum Row in DBMS Is there any limit to maximum row of table in DBMS (specially MySQL)?

I want create table for saving logfile and it's row increase so fast I want know what shoud I do to prevent any problem.",5
1858886,12/07/2009 09:38:15,102040,03/21/2009 15:04:39,434,20,what are the fastest/Popular search technologies,"What are the fastest search technologies apart from Relational DB Searches ?

I have a collection of Text Files from varied sources (Banks/Ledgers/Stock Markets). Each line in these Text Files is a Record. Each line can further be parsed into some DB Columns(Stock Name/Date of purchase/Owner/...). It is not necessary that each line has all the fields. If some text is not mathcing any of the fields, I store it as it is in a seperate column(columnA). If the parser fails to find any column at all I just store the Line in columnA.

I than do a DB search based on user Inputs. I find that the search becomes slow after a few million records. I want to move to an alternative storage like File System or some other Indexed storage. 

What do you think would be the fastest storage technology for this kind of requirement ?

I am currently using SQLite DB. Since I am about to rewrite the entire code, I will be more than happy if any other storage technology can give me faster results.",database,search,full-text-search,indexing,,04/27/2012 12:22:04,not constructive,1,176,6,"what are the fastest/Popular search technologies What are the fastest search technologies apart from Relational DB Searches ?

I have a collection of Text Files from varied sources (Banks/Ledgers/Stock Markets). Each line in these Text Files is a Record. Each line can further be parsed into some DB Columns(Stock Name/Date of purchase/Owner/...). It is not necessary that each line has all the fields. If some text is not mathcing any of the fields, I store it as it is in a seperate column(columnA). If the parser fails to find any column at all I just store the Line in columnA.

I than do a DB search based on user Inputs. I find that the search becomes slow after a few million records. I want to move to an alternative storage like File System or some other Indexed storage. 

What do you think would be the fastest storage technology for this kind of requirement ?

I am currently using SQLite DB. Since I am about to rewrite the entire code, I will be more than happy if any other storage technology can give me faster results.",4
4495527,12/21/2010 01:10:03,477250,10/15/2010 17:45:13,3,0,DB2 upgrade database Fails due to descriptor corruption,"I've recently upgraded my DB2 9.5 to DB2 9.7, and I am unable to update my database to v9.7. The error I have been receiving is this:
""SQL0901N The SQL statement failed because of a non-severe system error. Subsequent SQL statements can be processed. (Reason ""Packed descriptor corruption found. Please run RUNSTATS on this table"".) SQLSTATE=58004""

I have tried to connect with 9.5 clients on other machines, but they complain about the DB not being migrated to the current version. So my DB is now somewhere in limbo between 9.5 and 9.7.

Would anyone have any clever ideas on how to execute runstats on this DB without being able to connect to it?

Please let me know if I there is any information I left out. Thanks,
Jdcc",database,update,db2,database-migration,,03/01/2012 13:37:35,too localized,1,123,8,"DB2 upgrade database Fails due to descriptor corruption I've recently upgraded my DB2 9.5 to DB2 9.7, and I am unable to update my database to v9.7. The error I have been receiving is this:
""SQL0901N The SQL statement failed because of a non-severe system error. Subsequent SQL statements can be processed. (Reason ""Packed descriptor corruption found. Please run RUNSTATS on this table"".) SQLSTATE=58004""

I have tried to connect with 9.5 clients on other machines, but they complain about the DB not being migrated to the current version. So my DB is now somewhere in limbo between 9.5 and 9.7.

Would anyone have any clever ideas on how to execute runstats on this DB without being able to connect to it?

Please let me know if I there is any information I left out. Thanks,
Jdcc",4
24481,08/23/2008 18:45:47,2627,08/23/2008 18:28:32,1,0,"What is the ""best"" way to store international addresses in a database?","What is the ""*best*"" way to store international addresses in a database? Answer in the form of a schema and an explanation of the reasons why you chose to normalize (or not) the way you did.

**Note: You decide what fields you think are necessary.**",database,internationalization,globalization,address,,,open,0,44,12,"What is the ""best"" way to store international addresses in a database? What is the ""*best*"" way to store international addresses in a database? Answer in the form of a schema and an explanation of the reasons why you chose to normalize (or not) the way you did.

**Note: You decide what fields you think are necessary.**",4
8044978,11/08/2011 01:34:26,1034703,11/08/2011 00:00:50,1,0,Need information to be sent to two different servers,How can I (if it's possible) send information from a form to two separate servers? (One being a Windows server),database,server,asp,,,11/08/2011 17:55:25,not a real question,1,20,9,Need information to be sent to two different servers How can I (if it's possible) send information from a form to two separate servers? (One being a Windows server),3
7379188,09/11/2011 15:21:09,832171,07/06/2011 18:25:17,6,0,"DB as device control hub, bad idea?","I have been floundering for a long time with a project that is too overwhelming. I want to control instruments, over a 100 different kinds, about 10 or less at a time, with various protocols.

I was thinking that if each instrument was a small daemon that polled a DB every few seconds for a batch of commands+times they would run at, then the daemons could be accurately coordinated but still only loosely coupled and a big problem could be broken down into smaller blocks. I've never heard of this being done, that makes me worried. Is this s dumb idea? Thanks for reading-Patrick",database,device,,,,09/12/2011 11:55:45,not a real question,1,103,7,"DB as device control hub, bad idea? I have been floundering for a long time with a project that is too overwhelming. I want to control instruments, over a 100 different kinds, about 10 or less at a time, with various protocols.

I was thinking that if each instrument was a small daemon that polled a DB every few seconds for a batch of commands+times they would run at, then the daemons could be accurately coordinated but still only loosely coupled and a big problem could be broken down into smaller blocks. I've never heard of this being done, that makes me worried. Is this s dumb idea? Thanks for reading-Patrick",2
4542694,12/27/2010 23:45:29,424303,08/18/2010 16:56:43,63,4,Getting-started: Setup Database for Node.js,"I am new to node.js but am excited to try it out. I am using <a href=""http://expressjs.com/"">Express</a> as a web framework, and <a href=""http://jade-lang.com"">Jade</a> as a template engine. Both were easy to get setup following <a href=""http://www.ustream.tv/recorded/11434722"">this tutorial</a> from <a href=""http://camp.nodejs.org/"">Node Camp</a>.

However the one problem I am finding is **I can't find a simple tutorial for getting a DB set up**. I am trying to build a basic chat application (store session and message).

**Does anyone know of a good tutorial?** 

This other <a href=""http://stackoverflow.com/questions/2750673/node-js-database"">SO post</a> talks about dbs to use- but as this is very different from the Django/MySQL world I've been in, I want to make sure I understand what is going on.


Thanks!",database,mongodb,couchdb,node.js,redis,,open,0,114,5,"Getting-started: Setup Database for Node.js I am new to node.js but am excited to try it out. I am using <a href=""http://expressjs.com/"">Express</a> as a web framework, and <a href=""http://jade-lang.com"">Jade</a> as a template engine. Both were easy to get setup following <a href=""http://www.ustream.tv/recorded/11434722"">this tutorial</a> from <a href=""http://camp.nodejs.org/"">Node Camp</a>.

However the one problem I am finding is **I can't find a simple tutorial for getting a DB set up**. I am trying to build a basic chat application (store session and message).

**Does anyone know of a good tutorial?** 

This other <a href=""http://stackoverflow.com/questions/2750673/node-js-database"">SO post</a> talks about dbs to use- but as this is very different from the Django/MySQL world I've been in, I want to make sure I understand what is going on.


Thanks!",5
11626687,07/24/2012 08:08:17,992741,10/13/2011 05:23:28,46,9,PostgreSQL 9.1 - Query on VIEWS taking a lot of time,"We are using postgreSQL 9.1. We are having problems while executing queries on a VIEW of PostgreSQL. Following is the situation:

We have a partitioned Table ""buz_scdr"" over which we have built a VIEW ""Swiss_client_wise_minutes_and_profit"". The purpose of this VIEW is to join data from different tables including the ""buz_scdr"" table to make efficient queries. This strategy was working fine until the Table ""buz_scdr"" became gigantic(overall records in all the partitions became huge.The table is partitioned on the basis of Date). The query being executed on this VIEW started taking very long time (around 5 to 10 mins). For figuring out why this query is taking so long to execute, we used EXPLAIN command to show its Execution PLAN. The Query which we used is as follows:


    EXPLAIN SELECT * from  ""Swiss_client_wise_minutes_and_profit"" where start_time = '2012-7-22 08:00';

Its Results are as follows:

    Subquery Scan on ""Swiss_client_wise_minutes_
    
    and_profit""  (cost=2127919.71..94874537.55 rows=40474 width=677)
       Filter: (""Swiss_client_wise_minutes_and_profit"".start_time = '2012-07-22 08:00:00+00'::timestamp with time zone)
       ->  WindowAgg  (cost=2127919.71..94773352.06 rows=8094839 width=148)
             ->  Sort  (cost=2127919.71..2148156.81 rows=8094839 width=148)
                   Sort Key: cc.name, rdga.group_id
                   ->  Hash Left Join  (cost=1661.50..604234.77 rows=8094839 width=148)
                         Hash Cond: (((cc.company_id)::text = (rdga.company_id)::text) AND ((cs.c_prefix_id)::text = (rdga.dest_id)::text))
                         ->  Hash Left Join  (cost=7.88..460615.39 rows=8094839 width=123)
                               Hash Cond: ((cs.client_name_id)::text = (cc.""Alias_name"")::text)
                               ->  Append  (cost=0.00..349303.48 rows=8094839 width=111)
                                     ->  Seq Scan on ""Swiss_buz_scdr"" cs  (cost=0.00..1.06 rows=1 width=610)
                                           Filter: ((customer_name)::text = 'SSP Root'::text)
                                     ->  Seq Scan on scdr_buz__2012_07_11 cs  (cost=0.00..349302.41 rows=8094838 width=111)
                                           Filter: ((customer_name)::text = 'SSP Root'::text)
                               ->  Hash  (cost=5.17..5.17 rows=217 width=24)
                                     ->  Seq Scan on ""Corporate_companyalias"" cc  (cost=0.00..5.17 rows=217 width=24)
                         ->  Hash  (cost=1334.42..1334.42 rows=21280 width=50)
                               ->  Hash Join  (cost=169.56..1334.42 rows=21280 width=50)
                                     Hash Cond: ((rdga.company_id)::text = (c.name)::text)
                                     ->  Hash Join  (cost=162.68..1034.93 rows=21280 width=50)
                                           Hash Cond: ((rdga.group_id)::text = (rdg.name)::text)
                                           ->  Seq Scan on ""RateManagement_destgroupassign"" rdga  (cost=0.00..497.35 rows=25935 width=40)
                                           ->  Hash  (cost=123.64..123.64 rows=3123 width=32)
                                                 ->  Hash Join  (cost=13.08..123.64 rows=3123 width=32)
                                                       Hash Cond: (rdg.country_id = cc.id)
                                                       ->  Seq Scan on ""RateManagement_destinationgroup"" rdg  (cost=0.00..65.06 rows=3806 width=26)
                                                       ->  Hash  (cost=7.48..7.48 rows=448 width=14)
                                                             ->  Seq Scan on ""Corporate_country"" cc  (cost=0.00..7.48 rows=448 width=14)
                                     ->  Hash  (cost=4.17..4.17 rows=217 width=16)
                                           ->  Seq Scan on ""Corporate_company"" c  (cost=0.00..4.17 rows=217 width=16)
             SubPlan 1
               ->  Seq Scan on ""Corporate_companyalias"" cc  (cost=0.00..5.71 rows=1 width=12)
                     Filter: ((""Alias_name"")::text = (cs.client_name_id)::text)
             SubPlan 2
               ->  Seq Scan on ""Corporate_companyalias"" cc  (cost=0.00..5.71 rows=1 width=12)
                     Filter: ((""Alias_name"")::text = (cs.vendor_name_id)::text)
    (36 rows)


The result above of the EXPLAIN command shows that our query is sequentially scanning the ""buz_scdr"" Table (as highlighted above) which contains total 8094838 records. The query on the VIEW is not following the partition constraints (date) of ""buz_scdr"", which is causing it to scan the whole Table.

For experimental purpose, we directly executed a query on the ""buz_scdr"" TABLE with a WHERE statement along with date and time , and it duly respected the partition constraints and didn't scan the whole table. This indicates that the query executed directly on the partitioned Table is working as expected but the VIEW built upon it is having problems.

Is this a global problem with postgreSQL Views or have I missed something?

",database,performance,query,views,postgresql-9.1,07/24/2012 13:36:32,off topic,1,1627,11,"PostgreSQL 9.1 - Query on VIEWS taking a lot of time We are using postgreSQL 9.1. We are having problems while executing queries on a VIEW of PostgreSQL. Following is the situation:

We have a partitioned Table ""buz_scdr"" over which we have built a VIEW ""Swiss_client_wise_minutes_and_profit"". The purpose of this VIEW is to join data from different tables including the ""buz_scdr"" table to make efficient queries. This strategy was working fine until the Table ""buz_scdr"" became gigantic(overall records in all the partitions became huge.The table is partitioned on the basis of Date). The query being executed on this VIEW started taking very long time (around 5 to 10 mins). For figuring out why this query is taking so long to execute, we used EXPLAIN command to show its Execution PLAN. The Query which we used is as follows:


    EXPLAIN SELECT * from  ""Swiss_client_wise_minutes_and_profit"" where start_time = '2012-7-22 08:00';

Its Results are as follows:

    Subquery Scan on ""Swiss_client_wise_minutes_
    
    and_profit""  (cost=2127919.71..94874537.55 rows=40474 width=677)
       Filter: (""Swiss_client_wise_minutes_and_profit"".start_time = '2012-07-22 08:00:00+00'::timestamp with time zone)
       ->  WindowAgg  (cost=2127919.71..94773352.06 rows=8094839 width=148)
             ->  Sort  (cost=2127919.71..2148156.81 rows=8094839 width=148)
                   Sort Key: cc.name, rdga.group_id
                   ->  Hash Left Join  (cost=1661.50..604234.77 rows=8094839 width=148)
                         Hash Cond: (((cc.company_id)::text = (rdga.company_id)::text) AND ((cs.c_prefix_id)::text = (rdga.dest_id)::text))
                         ->  Hash Left Join  (cost=7.88..460615.39 rows=8094839 width=123)
                               Hash Cond: ((cs.client_name_id)::text = (cc.""Alias_name"")::text)
                               ->  Append  (cost=0.00..349303.48 rows=8094839 width=111)
                                     ->  Seq Scan on ""Swiss_buz_scdr"" cs  (cost=0.00..1.06 rows=1 width=610)
                                           Filter: ((customer_name)::text = 'SSP Root'::text)
                                     ->  Seq Scan on scdr_buz__2012_07_11 cs  (cost=0.00..349302.41 rows=8094838 width=111)
                                           Filter: ((customer_name)::text = 'SSP Root'::text)
                               ->  Hash  (cost=5.17..5.17 rows=217 width=24)
                                     ->  Seq Scan on ""Corporate_companyalias"" cc  (cost=0.00..5.17 rows=217 width=24)
                         ->  Hash  (cost=1334.42..1334.42 rows=21280 width=50)
                               ->  Hash Join  (cost=169.56..1334.42 rows=21280 width=50)
                                     Hash Cond: ((rdga.company_id)::text = (c.name)::text)
                                     ->  Hash Join  (cost=162.68..1034.93 rows=21280 width=50)
                                           Hash Cond: ((rdga.group_id)::text = (rdg.name)::text)
                                           ->  Seq Scan on ""RateManagement_destgroupassign"" rdga  (cost=0.00..497.35 rows=25935 width=40)
                                           ->  Hash  (cost=123.64..123.64 rows=3123 width=32)
                                                 ->  Hash Join  (cost=13.08..123.64 rows=3123 width=32)
                                                       Hash Cond: (rdg.country_id = cc.id)
                                                       ->  Seq Scan on ""RateManagement_destinationgroup"" rdg  (cost=0.00..65.06 rows=3806 width=26)
                                                       ->  Hash  (cost=7.48..7.48 rows=448 width=14)
                                                             ->  Seq Scan on ""Corporate_country"" cc  (cost=0.00..7.48 rows=448 width=14)
                                     ->  Hash  (cost=4.17..4.17 rows=217 width=16)
                                           ->  Seq Scan on ""Corporate_company"" c  (cost=0.00..4.17 rows=217 width=16)
             SubPlan 1
               ->  Seq Scan on ""Corporate_companyalias"" cc  (cost=0.00..5.71 rows=1 width=12)
                     Filter: ((""Alias_name"")::text = (cs.client_name_id)::text)
             SubPlan 2
               ->  Seq Scan on ""Corporate_companyalias"" cc  (cost=0.00..5.71 rows=1 width=12)
                     Filter: ((""Alias_name"")::text = (cs.vendor_name_id)::text)
    (36 rows)


The result above of the EXPLAIN command shows that our query is sequentially scanning the ""buz_scdr"" Table (as highlighted above) which contains total 8094838 records. The query on the VIEW is not following the partition constraints (date) of ""buz_scdr"", which is causing it to scan the whole Table.

For experimental purpose, we directly executed a query on the ""buz_scdr"" TABLE with a WHERE statement along with date and time , and it duly respected the partition constraints and didn't scan the whole table. This indicates that the query executed directly on the partitioned Table is working as expected but the VIEW built upon it is having problems.

Is this a global problem with postgreSQL Views or have I missed something?

",5
3767610,09/22/2010 08:43:33,446431,09/13/2010 14:16:08,13,0,2 tables 1 view ASP MVC,"I need some help. What I am trying to do is show the locations of a device belonging to a specific project. 

On the projects page I have a button which goes to the google map. For projects I have a Projects model and controller.
Ive got 2 tables, a table containing the location of a device and a project table. I want to display all device locations belonging to a project on a google map. The google maps part is working and I managed to show all device locations on 1 map, only problem is I can't seem to link the devices to the project. I need some help on how to achieve this.

In the Location table ive got a foreign key to the projects table. this is a many-to-onerelation. A project can have multiple devices, but a device can only be linked to 1 project. I have defined the relation as follows in the location model:

    [BelongsTo(""ProjectID"")]
            public Project project
            {
                get { return _project; }
                set { _project = value; }
            }

In the Location controller I use the following code(theres more but for the moment its not relevant):

    public ActionResult Index()
        {
            return View(DeviceLocation.FindAll());
         }

This simply lists all locations in the location table. What I need is to list all locations where the ProjectID = the ID of the projects table. I'm coming from PHP/MYSQL and there you would simply join the 2 tables. How do I achieve this with asp mvc? ",database,asp.net-mvc-2,table,,,,open,0,340,6,"2 tables 1 view ASP MVC I need some help. What I am trying to do is show the locations of a device belonging to a specific project. 

On the projects page I have a button which goes to the google map. For projects I have a Projects model and controller.
Ive got 2 tables, a table containing the location of a device and a project table. I want to display all device locations belonging to a project on a google map. The google maps part is working and I managed to show all device locations on 1 map, only problem is I can't seem to link the devices to the project. I need some help on how to achieve this.

In the Location table ive got a foreign key to the projects table. this is a many-to-onerelation. A project can have multiple devices, but a device can only be linked to 1 project. I have defined the relation as follows in the location model:

    [BelongsTo(""ProjectID"")]
            public Project project
            {
                get { return _project; }
                set { _project = value; }
            }

In the Location controller I use the following code(theres more but for the moment its not relevant):

    public ActionResult Index()
        {
            return View(DeviceLocation.FindAll());
         }

This simply lists all locations in the location table. What I need is to list all locations where the ProjectID = the ID of the projects table. I'm coming from PHP/MYSQL and there you would simply join the 2 tables. How do I achieve this with asp mvc? ",3
