PostId,PostCreationDate,OwnerUserId,OwnerCreationDate,ReputationAtPostCreation,OwnerUndeletedAnswerCountAtPostTime,Title,BodyMarkdown,Tag1,Tag2,Tag3,Tag4,Tag5,PostClosedDate,OpenStatus,OpenStatusInt,BodyLength,TitleLength,TitleConcatWithBody,NumberOfTags
4686690,01/13/2011 23:58:10,441049,09/07/2010 02:36:49,97,3,How to find a pattern background?,"I am looking for a pattern similar to the one Path.com uses:

         https://www.path.com/images/about/bg.gif

It will be helpful if i can find a way to create it too.

Thanks

",css,design-patterns,patterns,background-image,picture,01/14/2011 11:27:13,off topic,1,34,6,"How to find a pattern background? I am looking for a pattern similar to the one Path.com uses:

         https://www.path.com/images/about/bg.gif

It will be helpful if i can find a way to create it too.

Thanks

",5
1472021,09/24/2009 14:20:51,137932,07/14/2009 08:29:55,1,0,Array of images that have to be placed in one horizontal line (with scrolling),"I just designed a portfolio website. I have a whole array of images that I want to keep in one line (with horizontal scroll). This only happens when I have set a fixed width for the surrounding div (in this case with class '.post-images'), wide enough to contain all images. This could be just fine if the amount of images and their widths wasn't dynamic. Unfortunately this isn't the case here. I want this div to be wrapping around all images and not causing them to float. I have tried to set the div's where I put each image in ('.post-image') to 'white-space: nowrap' to no avail.

See an example here: <a href=""http://www.jolienholthuis.nl/wp/ballonartiest-micha-de-haan/"">Link</a>

How can I fix this problem? I hope someone is willing to give me a hand here ;)

Thanks,

Jeroen
",css,html,,,,,open,0,129,14,"Array of images that have to be placed in one horizontal line (with scrolling) I just designed a portfolio website. I have a whole array of images that I want to keep in one line (with horizontal scroll). This only happens when I have set a fixed width for the surrounding div (in this case with class '.post-images'), wide enough to contain all images. This could be just fine if the amount of images and their widths wasn't dynamic. Unfortunately this isn't the case here. I want this div to be wrapping around all images and not causing them to float. I have tried to set the div's where I put each image in ('.post-image') to 'white-space: nowrap' to no avail.

See an example here: <a href=""http://www.jolienholthuis.nl/wp/ballonartiest-micha-de-haan/"">Link</a>

How can I fix this problem? I hope someone is willing to give me a hand here ;)

Thanks,

Jeroen
",2
8949179,01/20/2012 23:29:09,437413,09/01/2010 22:44:51,18,0,Minified CSS not working in IE,"I have a page that includes the minified CSS. The page looks fine in all browsers except IE 7,8 and 9

If I add the individual files, it works fine in IE as well but not the .min

This is very strange. Please respond",css,internet-explorer,,,,01/22/2012 17:15:54,not a real question,1,42,6,"Minified CSS not working in IE I have a page that includes the minified CSS. The page looks fine in all browsers except IE 7,8 and 9

If I add the individual files, it works fine in IE as well but not the .min

This is very strange. Please respond",2
9829723,03/22/2012 20:08:30,953522,09/19/2011 20:54:04,1,0,Does this CSS technique have a name?,"I've been using this technique for over a year, but I haven't seen it in use anywhere else. In brief, I'm formalizing display ""states"" or ""modes"" using CSS classes. I've tried searching for ""css modes"", ""css states"", ""stateful css"", etc. but if it exists then it doesn't use any of those names.

Here's a simple example of what I'm doing. The example is a responsive text input, the sort that would talk to the server and tell you dynamically whether the username you've chosen is already taken.

Markup:

    <div id=""username-container"" class=""username-mode-ready"">
        <!-- input -->
        <label for=""username"" class=""username-label"">Username:</label>
        <input type=""text"" id=""username"" class=""username-input"" />
        
        <!-- icons -->
        <img src=""error.png"" class=""icon error""/>
        <img src=""ok.png"" class=""icon accepted""/>
        <img src=""loading.gif"" class=""icon loading""/>
        
        <!-- messages -->
        <p class=""message error"">
            That username is not available.
        </p>
        <p class=""message accepted"">
            That username is available!
        </p>
        <p class=""message loading"">
            Loading ...
        </p>
    </div>

CSS:

    /* Default = hidden */
    #username-container .error,
    #username-container .accepted,
    #username-container .loading {
        display : none;
    }
    
    /* Show when appropriate */
    #username-container.username-mode-error    .error,
    #username-container.username-mode-accepted .accepted,
    #username-container.username-mode-loading  .loading {
        display : block;
    }

Now we would add our Javascript. When we go to the server we'll do:

    $('username-container').className = 'username-mode-loading';

And when we return, we'll do one of the following based on the server response:

    $('username-container').className = 'username-mode-accepted'; // Username available
    $('username-container').className = 'username-mode-error';    // Username taken

This way, we can just change the className of the container to see different display modes without the need for manipulating element.style.display on a million different elements. We can also do more than show/hide:

CSS:

    /* Set label color to green or red depending on availability */
    #username-container.username-mode-accepted .username-label {
        color : green;
    }
    #username-container.username-mode-error .username-label {
        color : red;
    }

Or apply styles across multiple modes:

Markup:

    <img alt=""Whew! I searched as hard as I could!"" src=""done-searching.png"" class=""icon done-searching""/>

CSS:

    /* New icon should display in accepted and error modes */
    #username-container .done-searching {
        display : none;
    }
    #username-container.username-mode-accepted .done-searching,
    #username-container.username-mode-error    .done-searching {
        display : block;

Has this technique already been described? I'm about to start calling it mode-oriented CSS, for want of a name when I explain it to people, but I'd rather use the nice, real, Googlable name if there is one.",css,,,,,03/23/2012 20:15:11,not a real question,1,636,7,"Does this CSS technique have a name? I've been using this technique for over a year, but I haven't seen it in use anywhere else. In brief, I'm formalizing display ""states"" or ""modes"" using CSS classes. I've tried searching for ""css modes"", ""css states"", ""stateful css"", etc. but if it exists then it doesn't use any of those names.

Here's a simple example of what I'm doing. The example is a responsive text input, the sort that would talk to the server and tell you dynamically whether the username you've chosen is already taken.

Markup:

    <div id=""username-container"" class=""username-mode-ready"">
        <!-- input -->
        <label for=""username"" class=""username-label"">Username:</label>
        <input type=""text"" id=""username"" class=""username-input"" />
        
        <!-- icons -->
        <img src=""error.png"" class=""icon error""/>
        <img src=""ok.png"" class=""icon accepted""/>
        <img src=""loading.gif"" class=""icon loading""/>
        
        <!-- messages -->
        <p class=""message error"">
            That username is not available.
        </p>
        <p class=""message accepted"">
            That username is available!
        </p>
        <p class=""message loading"">
            Loading ...
        </p>
    </div>

CSS:

    /* Default = hidden */
    #username-container .error,
    #username-container .accepted,
    #username-container .loading {
        display : none;
    }
    
    /* Show when appropriate */
    #username-container.username-mode-error    .error,
    #username-container.username-mode-accepted .accepted,
    #username-container.username-mode-loading  .loading {
        display : block;
    }

Now we would add our Javascript. When we go to the server we'll do:

    $('username-container').className = 'username-mode-loading';

And when we return, we'll do one of the following based on the server response:

    $('username-container').className = 'username-mode-accepted'; // Username available
    $('username-container').className = 'username-mode-error';    // Username taken

This way, we can just change the className of the container to see different display modes without the need for manipulating element.style.display on a million different elements. We can also do more than show/hide:

CSS:

    /* Set label color to green or red depending on availability */
    #username-container.username-mode-accepted .username-label {
        color : green;
    }
    #username-container.username-mode-error .username-label {
        color : red;
    }

Or apply styles across multiple modes:

Markup:

    <img alt=""Whew! I searched as hard as I could!"" src=""done-searching.png"" class=""icon done-searching""/>

CSS:

    /* New icon should display in accepted and error modes */
    #username-container .done-searching {
        display : none;
    }
    #username-container.username-mode-accepted .done-searching,
    #username-container.username-mode-error    .done-searching {
        display : block;

Has this technique already been described? I'm about to start calling it mode-oriented CSS, for want of a name when I explain it to people, but I'd rather use the nice, real, Googlable name if there is one.",1
7533259,09/23/2011 18:23:12,957603,09/21/2011 18:23:10,3,0,extra vertical space in Firefox,I am having some extra space in the bottom only on firefox. I have a few divs with images inside divs. Some of these divs have only images. So I am not sure why firefox is inserting extra spaces here.,css,,,,,09/23/2011 19:00:09,not a real question,1,40,5,extra vertical space in Firefox I am having some extra space in the bottom only on firefox. I have a few divs with images inside divs. Some of these divs have only images. So I am not sure why firefox is inserting extra spaces here.,1
5856802,05/02/2011 09:40:10,269099,02/08/2010 23:44:34,128,1,Remove Bullet Points from a Wordpress plugin,"Have setup a Wordpress site (V3.1.2) and have installed Download Monitor plugin to give me a [downloads gallery][1].

The issue is that I get these blue bullet points next to download items in the left column:
![enter image description here][2]

It has its own CSS file, but from using Chrome Developer tools, it appears that it is picking up these bullet points from my Boldy theme:

    #content #colLeft ul li, #content #colLeft ol li {
    padding: 5px 0 5px 25px;
    background: url(images/bullet_list.png) 0 8px no-repeat;

I am new to CSS and I am sure this is a noob question.

How can I create a rule to remove bullet points from this download gallery, whilst preserving the fact that in blog posts (like [this][3]), I can still make use of bullet points?



  [1]: http://www.dekho.com.au/download-gallery/
  [2]: http://i.stack.imgur.com/68rpP.png
  [3]: http://www.dekho.com.au/crystal-reports-performance/",css,wordpress,,,,,open,0,144,7,"Remove Bullet Points from a Wordpress plugin Have setup a Wordpress site (V3.1.2) and have installed Download Monitor plugin to give me a [downloads gallery][1].

The issue is that I get these blue bullet points next to download items in the left column:
![enter image description here][2]

It has its own CSS file, but from using Chrome Developer tools, it appears that it is picking up these bullet points from my Boldy theme:

    #content #colLeft ul li, #content #colLeft ol li {
    padding: 5px 0 5px 25px;
    background: url(images/bullet_list.png) 0 8px no-repeat;

I am new to CSS and I am sure this is a noob question.

How can I create a rule to remove bullet points from this download gallery, whilst preserving the fact that in blog posts (like [this][3]), I can still make use of bullet points?



  [1]: http://www.dekho.com.au/download-gallery/
  [2]: http://i.stack.imgur.com/68rpP.png
  [3]: http://www.dekho.com.au/crystal-reports-performance/",2
8562963,12/19/2011 14:44:57,663949,03/17/2011 08:34:27,73,0,Is it better to use percentages or pixels in CSS,"I have a question about the placement of a logo in my header : is it better to put the values ​​directly in percentages or pixels?

For example here is the html code :

    <div class=""bar"">
      <div class=""logo""></div>
    </div>

and the CSS :

    .bar {
        background: url(""background.png"") repeat-x scroll 0 0 transparent;
        height: 50px;
    }
    
    .bar .logo {
        float: left;
        margin-top: 10px;
        margin-left: 5%; /*or 20px for example*/
    }

There may be a difference in the display with different browsers (Firefox, IE, ...)and a method is perhaps more interesting than the other.

Thank you for your advice.",css,,,,,12/19/2011 16:29:05,not constructive,1,155,10,"Is it better to use percentages or pixels in CSS I have a question about the placement of a logo in my header : is it better to put the values ​​directly in percentages or pixels?

For example here is the html code :

    <div class=""bar"">
      <div class=""logo""></div>
    </div>

and the CSS :

    .bar {
        background: url(""background.png"") repeat-x scroll 0 0 transparent;
        height: 50px;
    }
    
    .bar .logo {
        float: left;
        margin-top: 10px;
        margin-left: 5%; /*or 20px for example*/
    }

There may be a difference in the display with different browsers (Firefox, IE, ...)and a method is perhaps more interesting than the other.

Thank you for your advice.",1
7292994,09/03/2011 12:04:24,692347,04/05/2011 06:55:28,28,0,CSS // universal/crossplatform css code,"I have since the beginning been annoyed with the compatibility of CSS. Whats the best practice for coding css, that works with the most common platforms... 
( IE7+, Firefox, Safari, Chrome AND iPad / iPhone, Blacberry, Android) 

Are there any list to be found anywhere with known differences ? 


Thanks! 
Jakob",css,cross-browser,cross-platform,platform,,09/03/2011 16:02:26,not constructive,1,51,5,"CSS // universal/crossplatform css code I have since the beginning been annoyed with the compatibility of CSS. Whats the best practice for coding css, that works with the most common platforms... 
( IE7+, Firefox, Safari, Chrome AND iPad / iPhone, Blacberry, Android) 

Are there any list to be found anywhere with known differences ? 


Thanks! 
Jakob",4
5331464,03/16/2011 20:40:59,71830,02/24/2009 14:59:51,720,67,IE6 and box model with padding,"I have a box that is width:600px
i like to have text left, with padding of 20px
that box is flot with another at it side (sidebar/content)
in other browser it play fine, content-sidebar with define

in ie6 it see the content to be 600 + 20, witch push the sidebat to the bottom...

How do you use padding, that work in all the browser including ie6

thanks in advance",css,internet-explorer-6,box,,,,open,0,64,6,"IE6 and box model with padding I have a box that is width:600px
i like to have text left, with padding of 20px
that box is flot with another at it side (sidebar/content)
in other browser it play fine, content-sidebar with define

in ie6 it see the content to be 600 + 20, witch push the sidebat to the bottom...

How do you use padding, that work in all the browser including ie6

thanks in advance",3
8625209,12/24/2011 14:57:27,644013,03/04/2011 02:24:27,324,1,Purpose of passing CSS class name more than once in one element,we pass CSS class name in an element to apply that class on that element but what is purpose of passing CSS class name more then once in one element?,css,,,,,12/27/2011 03:19:55,not a real question,1,30,12,Purpose of passing CSS class name more than once in one element we pass CSS class name in an element to apply that class on that element but what is purpose of passing CSS class name more then once in one element?,1
