PostId,PostCreationDate,OwnerUserId,OwnerCreationDate,ReputationAtPostCreation,OwnerUndeletedAnswerCountAtPostTime,Title,BodyMarkdown,Tag1,Tag2,Tag3,Tag4,Tag5,PostClosedDate,OpenStatus,OpenStatusInt,BodyLength,TitleLength,TitleConcatWithBody,NumberOfTags
403209,12/31/2008 15:30:10,1768,08/18/2008 13:32:15,2633,114,What are some options for implementing search on a ASP.NET MVC website?,I am currently finishing up my first ASP.NET MVC application and would like to implement site searching.  What are some options for allowing a visitor to search the site?,asp.net-mvc,search,seo,,,,open,0,30,12,What are some options for implementing search on a ASP.NET MVC website? I am currently finishing up my first ASP.NET MVC application and would like to implement site searching.  What are some options for allowing a visitor to search the site?,3
8119094,11/14/2011 08:44:32,996709,10/15/2011 09:54:42,14,0,Azure Compute Emulator can't connect to database after Upgrading to SQL Server 2008 R2,"Until last week, I developed with SQL Server 2008 non-R2 and my ASP.NET MVC web application worked fine in the Azure Compute Emulator. It establishes a database connection while running.

After switching to SQL Server 2008 R2 (deinstalled the non-R2 verson before), my web application can't connect to the database anymore when running in the Compute Emulator.

**Interesting:** When I start my application outside of the Azure Compute Emulator, it works!

The exception:

> System.Data.SqlClient.SqlException was unhandled by user code
  Message=Cannot open database ""X"" requested by the login. The login failed.
Login failed for user 'NT AUTHORITY\NETWORK SERVICE'.


Any ideas? Thanks!

",asp.net-mvc,sql-server-2008,azure,azure-web-roles,,,open,0,96,14,"Azure Compute Emulator can't connect to database after Upgrading to SQL Server 2008 R2 Until last week, I developed with SQL Server 2008 non-R2 and my ASP.NET MVC web application worked fine in the Azure Compute Emulator. It establishes a database connection while running.

After switching to SQL Server 2008 R2 (deinstalled the non-R2 verson before), my web application can't connect to the database anymore when running in the Compute Emulator.

**Interesting:** When I start my application outside of the Azure Compute Emulator, it works!

The exception:

> System.Data.SqlClient.SqlException was unhandled by user code
  Message=Cannot open database ""X"" requested by the login. The login failed.
Login failed for user 'NT AUTHORITY\NETWORK SERVICE'.


Any ideas? Thanks!

",4
5232154,03/08/2011 12:02:01,336271,05/08/2010 16:35:43,453,28,Exceptions in N2cms page,"i'm using n2cms + asp.net mvc,
when the site is uploaded to a webserver, and an exception is thrown in the aspx page, the page appear blank, and there is nothing in the page, even if i turned off the CustomErrors in web.config

but when the site is running on my computer visual studio simply show me the exception,

is there a way to catch the exception in this situation?",asp.net-mvc,n2cms,,,,,open,0,67,4,"Exceptions in N2cms page i'm using n2cms + asp.net mvc,
when the site is uploaded to a webserver, and an exception is thrown in the aspx page, the page appear blank, and there is nothing in the page, even if i turned off the CustomErrors in web.config

but when the site is running on my computer visual studio simply show me the exception,

is there a way to catch the exception in this situation?",2
6649362,07/11/2011 11:23:56,192923,10/20/2009 08:23:31,318,0,How to write custom RegularExpressionValidator which takes the values from the config file?,"I have to use a Regular expression validator for username property in my model.
I am getting this regular expression from the config file.

    [RegularExpression(UsernameValidationExpression)] //UsernameValidationExpression = value from the config file
    public string UserName { get; set; }

Here i am getting an error 
""An attribute argument must be a constant expression, typeof expression or array creation expression of an attribute parameter type""

How can i solve this??",asp.net-mvc,dataannotations,,,,,open,0,72,13,"How to write custom RegularExpressionValidator which takes the values from the config file? I have to use a Regular expression validator for username property in my model.
I am getting this regular expression from the config file.

    [RegularExpression(UsernameValidationExpression)] //UsernameValidationExpression = value from the config file
    public string UserName { get; set; }

Here i am getting an error 
""An attribute argument must be a constant expression, typeof expression or array creation expression of an attribute parameter type""

How can i solve this??",2
1325848,08/25/2009 03:05:35,123526,06/16/2009 06:55:32,18,1,ASP.NET MVC with jqGrid Form Editing - Controller Action for select options,"Well, I'm falling for the jqGrid plugin for jQuery and trying to incorporate it in an ASP.NET MVC application. I have all the basic funcitonality working thanks to various blog posts from around the traps.

What I am trying to workout now is how to return data from the Controller in such a fashion as to populate select options on the edit form.

I know I just need to supply jqGrid with a URL to call to get back the options, but for the life of me I can't think (maybe too little coffee?) of how to render this from the Controller.

eg, the select list values can be hardcoded as ""1:one;2:two"", do I just need to return a json object in that form? Or a string?

Any help would be greatly appreciated.",asp.net-mvc,jqgrid,jquery,,,,open,0,129,12,"ASP.NET MVC with jqGrid Form Editing - Controller Action for select options Well, I'm falling for the jqGrid plugin for jQuery and trying to incorporate it in an ASP.NET MVC application. I have all the basic funcitonality working thanks to various blog posts from around the traps.

What I am trying to workout now is how to return data from the Controller in such a fashion as to populate select options on the edit form.

I know I just need to supply jqGrid with a URL to call to get back the options, but for the life of me I can't think (maybe too little coffee?) of how to render this from the Controller.

eg, the select list values can be hardcoded as ""1:one;2:two"", do I just need to return a json object in that form? Or a string?

Any help would be greatly appreciated.",3
1381555,09/04/2009 21:10:10,86729,04/03/2009 13:14:55,322,17,Request.Files is empty when using input type file with ASP.Net MVC,"when posting back to my controller my model is populated with correct valeus and my string filed has the file name, but the Request.Files is empty.

My input at the view is:

    <input id=""SitePlan"" name=""SitePlan"" type=""file"" value=""<%= Html.Encode(Model.SitePlan) %>"" />

My form tag begins with:

     <% using (Html.BeginForm(new { enctype = ""multipart/form-data"" }))

Is there anything else needing set to send the fiel back to the controller?",asp.net-mvc,file-upload,,,,,open,0,71,11,"Request.Files is empty when using input type file with ASP.Net MVC when posting back to my controller my model is populated with correct valeus and my string filed has the file name, but the Request.Files is empty.

My input at the view is:

    <input id=""SitePlan"" name=""SitePlan"" type=""file"" value=""<%= Html.Encode(Model.SitePlan) %>"" />

My form tag begins with:

     <% using (Html.BeginForm(new { enctype = ""multipart/form-data"" }))

Is there anything else needing set to send the fiel back to the controller?",2
4732040,01/19/2011 05:30:54,566449,01/07/2011 05:20:45,1,0,DotNetNuke or Asp.net MVC?,"i want to develop a webapplication something like ebay  but i am confused which one is to work on dnn or asp.net mvc.I have worked on both n got skills to manage in both.
i know mvc applications are faster performance wise but dnn has got  builtin modules all i have to is to build some custom modules thats will be fast development.but if we talk about flexibility(loosely coupled) n scalbility its asp.net mvc.

Any suggestions would be greatly appreciated specailly from those developers who worked on both (dnn and Asp.net MVC) on core level.

cheers

thanks
Best Regards
Waqar Iqbal.
",asp.net-mvc,,,,,01/19/2011 15:11:58,off topic,1,97,4,"DotNetNuke or Asp.net MVC? i want to develop a webapplication something like ebay  but i am confused which one is to work on dnn or asp.net mvc.I have worked on both n got skills to manage in both.
i know mvc applications are faster performance wise but dnn has got  builtin modules all i have to is to build some custom modules thats will be fast development.but if we talk about flexibility(loosely coupled) n scalbility its asp.net mvc.

Any suggestions would be greatly appreciated specailly from those developers who worked on both (dnn and Asp.net MVC) on core level.

cheers

thanks
Best Regards
Waqar Iqbal.
",1
1657611,11/01/2009 16:36:04,13442,09/16/2008 19:07:50,1351,117,Link to actions that dont use https from a page that uses https,"I use RequireSsl attribute to redirect to a https url if an action is decorated with it.

[RequireSsl ][1]


I now need a good way to link back to url that dont use https. This post explains my problem in clear english: [link to http][2]


I am not shure what the easiest way is. In old school ASP.NET I used [secureWebPages on codeproject][3]. To be honest I dont know exactly what this httpModule does: It just worked.

I guess it does a 302 redirect to a http url if a page is requested via https that only requires http. My first idea is to have an action filter like RequireSll but with  a rule that redirects to http if ""Request.IsSecure"". It only gets a bit awkward at the end. Almost all of my url dont require https, thats why I would have to decorate nearly all of the controllers with a ""NoSsl"" attribute.

How do you handle this situation?



  [1]: http://stackoverflow.com/questions/1654320/requiressl-fails-on-url-with-querystring
  [2]: http://stackoverflow.com/questions/584251/short-way-to-link-to-http-from-https-and-vice-versa-using-relative-links
  [3]: http://www.codeproject.com/KB/aspnet/WebPageSecurity.aspx?msg=784028",asp.net-mvc,ssl,https,,,,open,0,164,13,"Link to actions that dont use https from a page that uses https I use RequireSsl attribute to redirect to a https url if an action is decorated with it.

[RequireSsl ][1]


I now need a good way to link back to url that dont use https. This post explains my problem in clear english: [link to http][2]


I am not shure what the easiest way is. In old school ASP.NET I used [secureWebPages on codeproject][3]. To be honest I dont know exactly what this httpModule does: It just worked.

I guess it does a 302 redirect to a http url if a page is requested via https that only requires http. My first idea is to have an action filter like RequireSll but with  a rule that redirects to http if ""Request.IsSecure"". It only gets a bit awkward at the end. Almost all of my url dont require https, thats why I would have to decorate nearly all of the controllers with a ""NoSsl"" attribute.

How do you handle this situation?



  [1]: http://stackoverflow.com/questions/1654320/requiressl-fails-on-url-with-querystring
  [2]: http://stackoverflow.com/questions/584251/short-way-to-link-to-http-from-https-and-vice-versa-using-relative-links
  [3]: http://www.codeproject.com/KB/aspnet/WebPageSecurity.aspx?msg=784028",3
4150952,11/11/2010 02:37:58,140899,07/19/2009 07:41:28,1133,24,"What possibilities can cause ""Service Unavailable 503"" error ?","we have a asp.net MVC application deployed to a server, and but when there is too many request to the server, the client will just get a ""503 service unavailable"" error.   
But if I deployed the application to another server ( lower hardware configuration ), everything worked fine, even more requests it can handle well.  
My question is what possible configuration can cause the previous server to just throw out a 503 error ? (which means the requests didn't reach our application).",asp.net-mvc,iis,windows-server-2003,http-status-code-503,,,open,0,85,9,"What possibilities can cause ""Service Unavailable 503"" error ? we have a asp.net MVC application deployed to a server, and but when there is too many request to the server, the client will just get a ""503 service unavailable"" error.   
But if I deployed the application to another server ( lower hardware configuration ), everything worked fine, even more requests it can handle well.  
My question is what possible configuration can cause the previous server to just throw out a 503 error ? (which means the requests didn't reach our application).",4
1502375,10/01/2009 07:20:57,174390,09/16/2009 14:46:53,3,2,JavaScript callback urls in .js codebehind files in ASP.NET MVC,"When we have a .js file which we reference from a View page and then have URLs in callback in JS file we run into problems with urls not being resolved when running site either on VS 2008 integrated webserver or on IIS7.

For example, we have this piece of code in JS file

`					pending.createCallback(pending.webRoot + ""../../WidgetZoneV2/MoveWidget/"" + sData, pending.widgetAdmin.moveComplete);
`

This piece of code works fine when run with integrated webserver (on the URL `http://localhost:54354/WidgetZoneV2/)` but fails on IIS7 where we have an URL like this `http://localhost/virtualdir/WidgetZoneV2`, because it the later case the URL in the callback gets translated into `http://localhost/WidgetZoneV2` which of course does not exist.

How do you handle this sort of cases? As far as I can see the only option is to dinamically create JS at runtime.
",asp.net-mvc,asp.net-ajax,javascript,,,,open,0,127,10,"JavaScript callback urls in .js codebehind files in ASP.NET MVC When we have a .js file which we reference from a View page and then have URLs in callback in JS file we run into problems with urls not being resolved when running site either on VS 2008 integrated webserver or on IIS7.

For example, we have this piece of code in JS file

`					pending.createCallback(pending.webRoot + ""../../WidgetZoneV2/MoveWidget/"" + sData, pending.widgetAdmin.moveComplete);
`

This piece of code works fine when run with integrated webserver (on the URL `http://localhost:54354/WidgetZoneV2/)` but fails on IIS7 where we have an URL like this `http://localhost/virtualdir/WidgetZoneV2`, because it the later case the URL in the callback gets translated into `http://localhost/WidgetZoneV2` which of course does not exist.

How do you handle this sort of cases? As far as I can see the only option is to dinamically create JS at runtime.
",3
