PostId,PostCreationDate,OwnerUserId,OwnerCreationDate,ReputationAtPostCreation,OwnerUndeletedAnswerCountAtPostTime,Title,BodyMarkdown,Tag1,Tag2,Tag3,Tag4,Tag5,PostClosedDate,OpenStatus,OpenStatusInt,BodyLength,TitleLength,TitleConcatWithBody,NumberOfTags
1069025,07/01/2009 13:00:42,83031,03/26/2009 10:14:34,5,0,WPF ToolKit DataGrid Performance,"I got a DataGrid with 6 column, each column is a RadioButton so that user can select 1 in 6 option. There are about 100 row. I make a custom class with 6 bool datamember, then bind the datagrid with a list of about 100 custom class object. There are 2 problem:

1. The binding time is very slow
2. When I scroll the data grid, sometime the check value of some row disappear.

Are there any known issues with datagrid when bind to a large amount of data like this? And how to improve the performance. I'm using the June Release of WPF Toolkit

Thanks",wpf,datagrid,performance,,,,open,0,102,4,"WPF ToolKit DataGrid Performance I got a DataGrid with 6 column, each column is a RadioButton so that user can select 1 in 6 option. There are about 100 row. I make a custom class with 6 bool datamember, then bind the datagrid with a list of about 100 custom class object. There are 2 problem:

1. The binding time is very slow
2. When I scroll the data grid, sometime the check value of some row disappear.

Are there any known issues with datagrid when bind to a large amount of data like this? And how to improve the performance. I'm using the June Release of WPF Toolkit

Thanks",3
3143928,06/29/2010 19:12:29,334369,05/06/2010 11:37:11,458,5,Is there any themes available for .net windows application like wpf?,"Is there any themes available for .net windows application like WPF?

how to use that.where to learn it?",wpf,winforms,themes,,,06/12/2012 09:50:56,not constructive,1,17,11,"Is there any themes available for .net windows application like wpf? Is there any themes available for .net windows application like WPF?

how to use that.where to learn it?",3
4613689,01/06/2011 09:58:38,565261,01/06/2011 09:58:38,1,0,WPF Toolkit DataGrid SelectionChanged Setting Cell Value,"I have a DataGrid on a WPF-form.

Now I want to set a cell value for a certain cell (correct the format of the date is this case). The datagrid is connected to a ItemsSource.

I found several ways to get the Cel Value like:
- GetCell the setting the cell.Content.Text (after cast to TextBlock).
- or from the ItemsSource: data.Rows[j].ItemArray.GetValue(i).ToString();

Now I want to set the text content of the the a cell ( i have the datagrid, column end row/item number).

How to set the value? It must appear on the datagrid direclty.

thanks, Leo!
",wpf,datagrid,content,,,,open,0,90,7,"WPF Toolkit DataGrid SelectionChanged Setting Cell Value I have a DataGrid on a WPF-form.

Now I want to set a cell value for a certain cell (correct the format of the date is this case). The datagrid is connected to a ItemsSource.

I found several ways to get the Cel Value like:
- GetCell the setting the cell.Content.Text (after cast to TextBlock).
- or from the ItemsSource: data.Rows[j].ItemArray.GetValue(i).ToString();

Now I want to set the text content of the the a cell ( i have the datagrid, column end row/item number).

How to set the value? It must appear on the datagrid direclty.

thanks, Leo!
",3
4335855,12/02/2010 14:09:41,179386,09/26/2009 04:51:41,884,59,WPF Controls: How to Reference Resources?,"I have written a control and successfully created a storyboard to cause an animation during triggered events. It changes the fill of an ellipse for a duration of time. Instead of writing a new `RadialGradientBrush` each time I need to change the fill, I provided two of them in the resources.

When I add it to the storyboard (instead of referencing the brush as a resource), my animation works as intended. When I reference the brush as a resource I get this exception:

`""Cannot find resource named 'IlluminatedStyle'. Resource names are case sensitive.""`

Inside of the storyboard, this is where it is currently referenced:

    <UserControl.Resources>
        <Storyboard x:Key=""Foo"">
            <ObjectAnimationUsingKeyFrames>
                <ObjectAnimationUsingKeyFrames.KeyFrames>
                    <DiscreteObjectKeyFrame Value=""{StaticResource IlluminatedStyle}"" />
                    <DiscreteObjectKeyFrame Value=""{StaticResource DimStyle}"" />
                </ObjectAnimationUsingKeyFrames.KeyFrames>
            </ObjectAnimationUsingKeyFrames>
         </Storyboard>
    </UserControl.Resources>

The styles are closely identical and only the `GradientStop` color properties differ so I'll provide only one style for an example.

**The Style Referenced**

    <UserControl.Resources>
        <Style x:Key=""IlluminatedStyle"" TargetType=""Ellipse"">
            <Setter Property=""Fill"">
                <Setter.Value>
                    <RadialGradientBrush>
                        <GradientStop Color=""#FF215416"" Offset=""1""/>
                        <GradientStop Color=""#FE38DA2E"" Offset=""0""/>
                        <GradientStop Color=""#FE81FF79"" Offset=""0.688""/>
                    </RadialGradientBrush>
                </Setter.Value>
            </Setter>
        </Style>
    </UserControl.Resources>

So how do I correctly reference a style such as this in my `Storyboard`?  

**Note**: The `Storyboard` and `Style` are both contained within the same `UserControl.Resources` tag but broken out for this example.
",wpf,wpf-controls,wpf-styles,wpf-storyboard,,,open,0,485,6,"WPF Controls: How to Reference Resources? I have written a control and successfully created a storyboard to cause an animation during triggered events. It changes the fill of an ellipse for a duration of time. Instead of writing a new `RadialGradientBrush` each time I need to change the fill, I provided two of them in the resources.

When I add it to the storyboard (instead of referencing the brush as a resource), my animation works as intended. When I reference the brush as a resource I get this exception:

`""Cannot find resource named 'IlluminatedStyle'. Resource names are case sensitive.""`

Inside of the storyboard, this is where it is currently referenced:

    <UserControl.Resources>
        <Storyboard x:Key=""Foo"">
            <ObjectAnimationUsingKeyFrames>
                <ObjectAnimationUsingKeyFrames.KeyFrames>
                    <DiscreteObjectKeyFrame Value=""{StaticResource IlluminatedStyle}"" />
                    <DiscreteObjectKeyFrame Value=""{StaticResource DimStyle}"" />
                </ObjectAnimationUsingKeyFrames.KeyFrames>
            </ObjectAnimationUsingKeyFrames>
         </Storyboard>
    </UserControl.Resources>

The styles are closely identical and only the `GradientStop` color properties differ so I'll provide only one style for an example.

**The Style Referenced**

    <UserControl.Resources>
        <Style x:Key=""IlluminatedStyle"" TargetType=""Ellipse"">
            <Setter Property=""Fill"">
                <Setter.Value>
                    <RadialGradientBrush>
                        <GradientStop Color=""#FF215416"" Offset=""1""/>
                        <GradientStop Color=""#FE38DA2E"" Offset=""0""/>
                        <GradientStop Color=""#FE81FF79"" Offset=""0.688""/>
                    </RadialGradientBrush>
                </Setter.Value>
            </Setter>
        </Style>
    </UserControl.Resources>

So how do I correctly reference a style such as this in my `Storyboard`?  

**Note**: The `Storyboard` and `Style` are both contained within the same `UserControl.Resources` tag but broken out for this example.
",4
7963176,11/01/2011 06:30:28,4149,09/02/2008 03:48:11,1305,81,How do I return an object from a dialog when using WindowManager in Caliburn Micro,"I'm just starting out with the Caliburn Micro WindowManager. 

I have managed to display a modal dialog containing my WPF view.

I need to return an object from the dialog. What is the best way to do this?

Background - this is a login dialog. I need to validate the username and password and return user configuration information.",wpf,caliburn.micro,,,,,open,0,56,15,"How do I return an object from a dialog when using WindowManager in Caliburn Micro I'm just starting out with the Caliburn Micro WindowManager. 

I have managed to display a modal dialog containing my WPF view.

I need to return an object from the dialog. What is the best way to do this?

Background - this is a login dialog. I need to validate the username and password and return user configuration information.",2
4071608,11/01/2010 17:50:39,269818,02/09/2010 20:37:23,68,4,A few AvalonDock styling questions (WPF),"I'm trying to implement AvalonDock into my application, but I'm having trouble figuring out some of the styling techniques. If someone could please help with the following couple of questions, I would be very grateful:

1) Is there a way to remove the main ""Close"" button from a DocumentPane and instead place individual buttons on the tabs?

2) I have custom-styled buttons in my application that are placed inside DockableContent elements. As long as the DockableContent is docked, the button uses my custom template, but if a pull the DockablePane that contains the DockableContent out and have it floating, the button loses its template. Is there some trick to getting this to hold?

Thanks in advance for your help!",wpf,templates,coding-style,avalondock,,,open,0,116,6,"A few AvalonDock styling questions (WPF) I'm trying to implement AvalonDock into my application, but I'm having trouble figuring out some of the styling techniques. If someone could please help with the following couple of questions, I would be very grateful:

1) Is there a way to remove the main ""Close"" button from a DocumentPane and instead place individual buttons on the tabs?

2) I have custom-styled buttons in my application that are placed inside DockableContent elements. As long as the DockableContent is docked, the button uses my custom template, but if a pull the DockablePane that contains the DockableContent out and have it floating, the button loses its template. Is there some trick to getting this to hold?

Thanks in advance for your help!",4
8737258,01/05/2012 03:29:13,586107,01/23/2011 03:07:08,59,0,How to multiselect WPF ListView using Shift + up/down Keys,"I had WPF ListView in my xaml file and having issue to multiselect rows using Shift + Up/Down keys.

Can anyone give me some ideas?

Thanks",wpf,listview,wpf-controls,,,,open,0,24,10,"How to multiselect WPF ListView using Shift + up/down Keys I had WPF ListView in my xaml file and having issue to multiselect rows using Shift + Up/Down keys.

Can anyone give me some ideas?

Thanks",3
10179442,04/16/2012 18:19:08,131560,07/01/2009 08:47:28,821,41,Building a docking workarea - how do i build it?,"Im making a workarea for my new application the way it is supposed to work is that i have a list of visual elements in a single column in the left hand side of my screen, and an empty workarea to the right. When the user drag a new UIElement from the left hand side to my workarea (maybe a grid og a kind of panel) i want the workarea to show 4 arrows (docking arrows)- i know this does not make much sense when there is only one element. When the user now drags a new UIElement to the workarea i want the same 4 docking arrows allowing me to place the new element to the left, right or above or below the existing UIElement.

I want each of the UIElements to reach to drag drop behaviour as well, meaning that when i drag across a UIElement i want to be able to dock in relation to the one im hovering above, allowing me to build an entire workarea this way.

When hovering a new UIElement on top of an already placed UIElement in the workarea there should be docking arrows both on the item im hovering above and on the outer ""grid"" allowing me to dock ""globally"". Ive had a friend of mine record a small video of how this works in another program he is using - it is a similar behaviour im looking for: http://screencast.com/t/B0sWwOfm0z

Please advice on how to build this - im looking into DockPanels as that seems the obvious way to go...",wpf,layout,,,,,open,0,256,10,"Building a docking workarea - how do i build it? Im making a workarea for my new application the way it is supposed to work is that i have a list of visual elements in a single column in the left hand side of my screen, and an empty workarea to the right. When the user drag a new UIElement from the left hand side to my workarea (maybe a grid og a kind of panel) i want the workarea to show 4 arrows (docking arrows)- i know this does not make much sense when there is only one element. When the user now drags a new UIElement to the workarea i want the same 4 docking arrows allowing me to place the new element to the left, right or above or below the existing UIElement.

I want each of the UIElements to reach to drag drop behaviour as well, meaning that when i drag across a UIElement i want to be able to dock in relation to the one im hovering above, allowing me to build an entire workarea this way.

When hovering a new UIElement on top of an already placed UIElement in the workarea there should be docking arrows both on the item im hovering above and on the outer ""grid"" allowing me to dock ""globally"". Ive had a friend of mine record a small video of how this works in another program he is using - it is a similar behaviour im looking for: http://screencast.com/t/B0sWwOfm0z

Please advice on how to build this - im looking into DockPanels as that seems the obvious way to go...",2
8158795,11/16/2011 21:14:52,435733,08/31/2010 08:57:03,413,13,WPF Datagrid: Unloading Row?,"I have an issue when I set the .ItemsSource() on a DataGrid for the second time. It's much slower than the first time (when the Datagrid didn't have any previous ItemsSource).

I see also that UnloadingRow is fired many times, and that may be related. Is there a way to force the Datagrid to just discard the current .ItemsSource, and accept a new one without unloading rows or data?",wpf,performance,binding,datagrid,loading,,open,0,68,4,"WPF Datagrid: Unloading Row? I have an issue when I set the .ItemsSource() on a DataGrid for the second time. It's much slower than the first time (when the Datagrid didn't have any previous ItemsSource).

I see also that UnloadingRow is fired many times, and that may be related. Is there a way to force the Datagrid to just discard the current .ItemsSource, and accept a new one without unloading rows or data?",5
7863930,10/23/2011 02:17:32,262125,01/29/2010 20:34:38,1004,33,TextBox Partially Editable,"Is it possible to make the contents of a `TextBox` or a `RichTextBox` parially editable?  For instance, I would like to have something that looks like the following:

    <TextBox TextWrapping=""Wrap"" AcceptsReturn=""True"" VerticalScrollBarVisibility=""Auto"" FontFamily=""Courier New"" Margin=""10,0"">
        This text and anything before it isn't editable.

        This Text is Editable

        This text and anything after it is not editable.
    </TextBox>

or something like this:

    <RichTextBox AcceptsReturn=""True"" VerticalScrollBarVisibility=""Auto"" FontFamily=""Courier New"" Margin=""10,0"">
        <FlowDocument>
            <Paragraph>This text and anything before it is not editable.</Paragraph>
            <Paragraph>This text is editable.</Paragraph>
            <Paragraph>This text and anything after it is not editable.</Paragraph>
        </FlowDocument>
    </RichTextBox>

Ideally, I would be able to style the editable text different than the uneditable text.  Before anybody tells me I shouldn't do this, I have a valid reason for doing it.

Thanks in advance.",wpf,xaml,,,,,open,0,205,3,"TextBox Partially Editable Is it possible to make the contents of a `TextBox` or a `RichTextBox` parially editable?  For instance, I would like to have something that looks like the following:

    <TextBox TextWrapping=""Wrap"" AcceptsReturn=""True"" VerticalScrollBarVisibility=""Auto"" FontFamily=""Courier New"" Margin=""10,0"">
        This text and anything before it isn't editable.

        This Text is Editable

        This text and anything after it is not editable.
    </TextBox>

or something like this:

    <RichTextBox AcceptsReturn=""True"" VerticalScrollBarVisibility=""Auto"" FontFamily=""Courier New"" Margin=""10,0"">
        <FlowDocument>
            <Paragraph>This text and anything before it is not editable.</Paragraph>
            <Paragraph>This text is editable.</Paragraph>
            <Paragraph>This text and anything after it is not editable.</Paragraph>
        </FlowDocument>
    </RichTextBox>

Ideally, I would be able to style the editable text different than the uneditable text.  Before anybody tells me I shouldn't do this, I have a valid reason for doing it.

Thanks in advance.",2
