PostId,PostCreationDate,OwnerUserId,OwnerCreationDate,ReputationAtPostCreation,OwnerUndeletedAnswerCountAtPostTime,Title,BodyMarkdown,Tag1,Tag2,Tag3,Tag4,Tag5,PostClosedDate,OpenStatus,OpenStatusInt,BodyLength,TitleLength,TitleConcatWithBody,NumberOfTags
6835004,07/26/2011 18:51:03,10468,09/15/2008 23:20:47,3972,175,"Book on Mac programming to cover everything else beside Obj-C, Cocoa","I'm wishing for a book on Mac programming that covers everything necessary to be competent and multi-faceted in that area, not just certain languages and libraries.   There are already good books on Cocoa and Objective-C, but these books cover only Cocoa and Objective-C, with just enough about XCode and other things to get by for making simple apps.  These books are necessary an useful, but not enough.   I'm not an apps programmer, and expect to do a lot of ""other things"".

What I'd like to find is a book that really covers in depth XCode, all the project templates it provides, is up to date with 64-bit, Snow Leopard (or Lion, now).    It should explain everything about the Mac software world that an new arrival to Mac software development would need to know.    I'm looking for understanding that lets me know or figure out, not just be given answers, to questions like:  what really goes on under the hood when you add a new .m or .c file?  Exactly what is a ""bundle"",  what are all those Frameworks, is ""CoreFoundation"" the same as ""Foundation"", what are .r files.   How do I make a DLL or a plugin for Photoshop?  How to organize a large project with several apps, several DLLs and static libraries, and documentation?   Do I really need Obj-C to use company X's SDK?  

Sure, a lot of information is available at the Apple site and through Google, here on S.O., etc, but quite a lot is obsolete or wrong or incomplete.  An experienced Linux programmer who moves into the Mac world won't know good info from bad.  I tend to avoid wikis since many are lopsided having some good up to date info mixed with junk.  Books go obsolete, of course, but if well-edited give a consistent view of things at some point in time.

Is there any such book, or a small set of books, that would satisfy my wish? ",xcode,osx,books,,,10/02/2011 22:27:28,not constructive,1,345,11,"Book on Mac programming to cover everything else beside Obj-C, Cocoa I'm wishing for a book on Mac programming that covers everything necessary to be competent and multi-faceted in that area, not just certain languages and libraries.   There are already good books on Cocoa and Objective-C, but these books cover only Cocoa and Objective-C, with just enough about XCode and other things to get by for making simple apps.  These books are necessary an useful, but not enough.   I'm not an apps programmer, and expect to do a lot of ""other things"".

What I'd like to find is a book that really covers in depth XCode, all the project templates it provides, is up to date with 64-bit, Snow Leopard (or Lion, now).    It should explain everything about the Mac software world that an new arrival to Mac software development would need to know.    I'm looking for understanding that lets me know or figure out, not just be given answers, to questions like:  what really goes on under the hood when you add a new .m or .c file?  Exactly what is a ""bundle"",  what are all those Frameworks, is ""CoreFoundation"" the same as ""Foundation"", what are .r files.   How do I make a DLL or a plugin for Photoshop?  How to organize a large project with several apps, several DLLs and static libraries, and documentation?   Do I really need Obj-C to use company X's SDK?  

Sure, a lot of information is available at the Apple site and through Google, here on S.O., etc, but quite a lot is obsolete or wrong or incomplete.  An experienced Linux programmer who moves into the Mac world won't know good info from bad.  I tend to avoid wikis since many are lopsided having some good up to date info mixed with junk.  Books go obsolete, of course, but if well-edited give a consistent view of things at some point in time.

Is there any such book, or a small set of books, that would satisfy my wish? ",3
5314661,03/15/2011 16:17:42,660969,03/15/2011 16:17:42,1,0,Xcode 4 destination and schemes,"I've recently migrated from Xcode 3 to 4, and now I'm a bit confused. If I connect a device with name say ottoPhone and iOS version 4.2.1, there show up six entries in the scheme drop down list, namely
ottoPhone (4.2.1)
ottoPhone (4.2.1)
ottoPhone (4.2.1)
ottoPhone (4.2.1)
ottoPhone (4.2.1)
ottoPhone (4.2.1, overiding Base SDK to 4.3) 

Compiling works only for the last two selections (the one with overiding and the one directly preceding it). For the other selections I get errors like stdarg.h and float.h are missing (where those files are included fom CoreFoundation.h in SDK 3.0). So, I presume these selections are using different base SDKs. 

How can I show more information about such a selection, namely what SDK is in use for instance? My deployment target is set to iOS 3.1, I think...

 ",xcode,ios,,,,,open,0,130,5,"Xcode 4 destination and schemes I've recently migrated from Xcode 3 to 4, and now I'm a bit confused. If I connect a device with name say ottoPhone and iOS version 4.2.1, there show up six entries in the scheme drop down list, namely
ottoPhone (4.2.1)
ottoPhone (4.2.1)
ottoPhone (4.2.1)
ottoPhone (4.2.1)
ottoPhone (4.2.1)
ottoPhone (4.2.1, overiding Base SDK to 4.3) 

Compiling works only for the last two selections (the one with overiding and the one directly preceding it). For the other selections I get errors like stdarg.h and float.h are missing (where those files are included fom CoreFoundation.h in SDK 3.0). So, I presume these selections are using different base SDKs. 

How can I show more information about such a selection, namely what SDK is in use for instance? My deployment target is set to iOS 3.1, I think...

 ",2
11610374,07/23/2012 10:05:25,1467031,06/19/2012 16:34:07,1,0,So many technical questions about work in Xcode,"1) When I ad a not free app iTunesConnect writes: 

> You do not currently have an iOS Paid Apps contract In Effect. Your
> app cannot be available on the App Store until your contract goes into
> effect. Legal, Admin and Finance users can go to the Contracts, Tax,
> and Banking module on the iTunes Connect homepage to view your
> contract status.

How to get that contract? I have entered all the banking information. What to do then?

2) I want some of my screens to be available only in portrait orientation. For that I enter views' .m file and add this:

    -(BOOL)shouldAutorotateToInterfaceOrientation:(UIInterfaceOrientation)interfaceOrientation {
     return(interfaceOrientation ==UIInterfaceOrientationPortrait);
    }

But that is not working. Please answer step-by-step for me to understand everything

3) I started using new Xcode 4.5 (beta versions) and were really disappointed wit new ""size inspector"". It is really uncomfortable and I don't know how to use it. Is it possible to make it look like in previous Xcode 4.3?

4) I create a master detailed application. But then I delete MainTableView and put a ViewController instead. So that I don't have UINavigationBar. I only have UINavigationItems. How to change their colors? Or put an image instead?

5) When I create tableViews inside UIViewControllers on the iOS 6.0 simulator everything looks perfect. But when I launch app on my iPhone with iOS 6.0 beta 3 installed I face some problems. First of all, there are less cells with text inside than in my NSArray. Furthermore, I use

    -(NSInteger)tableView:(UITableView *)tableView NumberOfRowsInSection: (NSInteger)section {
     return [NSArrayName count];
    }

to have exact number of rows in my tableView. In simulator everything is good, but on device- not working. And one of the most annoying - when I scroll my table up and down on my device, my table looses form! It starts looking like in screen-shot attached. But if I go to another screen and then come back - everything normalizes. And if I scroll one more time cells also loose their form.

6) I really want to make very special tableView. One that will have horizontally scrollable cells with buttons. For that I use the following structure:
**UIView
UITableView (inside UIView) 
UITableViewCell (inside UITableView)
UITableView (the horizontal table inside UITableViewCell)**

When working with TableViewController.m (second line) I have great problem in following code:

    tableViewCell.horizontalTableView.transform = rotateTable;
    tableViewCell.horizontalTableView.frame = CGRectMake(0, 0, tableViewCell.horizontalTableView.frame.size.width, tableViewCell.horizontalTableView.frame.size.height); 
    tableViewCell.contentArray = [arrays objectAtIndex:indexPath.section];
    tableViewCell.horizontalTableView.allowsSelection = YES;
    cell = tableViewCell;

xCode shows: property ""horizontalTableView"" and ""contentArray"" not found on object of type ""UITableViewCell"". That is enormous! Because both horizontalTableView and ContentArray are described in UITableViewCell.h/.m. I really don't understand if I did something wrong - what to do?




Thank you very much!
",xcode,uitableview,itunesconnect,,,07/27/2012 04:19:46,not a real question,1,465,8,"So many technical questions about work in Xcode 1) When I ad a not free app iTunesConnect writes: 

> You do not currently have an iOS Paid Apps contract In Effect. Your
> app cannot be available on the App Store until your contract goes into
> effect. Legal, Admin and Finance users can go to the Contracts, Tax,
> and Banking module on the iTunes Connect homepage to view your
> contract status.

How to get that contract? I have entered all the banking information. What to do then?

2) I want some of my screens to be available only in portrait orientation. For that I enter views' .m file and add this:

    -(BOOL)shouldAutorotateToInterfaceOrientation:(UIInterfaceOrientation)interfaceOrientation {
     return(interfaceOrientation ==UIInterfaceOrientationPortrait);
    }

But that is not working. Please answer step-by-step for me to understand everything

3) I started using new Xcode 4.5 (beta versions) and were really disappointed wit new ""size inspector"". It is really uncomfortable and I don't know how to use it. Is it possible to make it look like in previous Xcode 4.3?

4) I create a master detailed application. But then I delete MainTableView and put a ViewController instead. So that I don't have UINavigationBar. I only have UINavigationItems. How to change their colors? Or put an image instead?

5) When I create tableViews inside UIViewControllers on the iOS 6.0 simulator everything looks perfect. But when I launch app on my iPhone with iOS 6.0 beta 3 installed I face some problems. First of all, there are less cells with text inside than in my NSArray. Furthermore, I use

    -(NSInteger)tableView:(UITableView *)tableView NumberOfRowsInSection: (NSInteger)section {
     return [NSArrayName count];
    }

to have exact number of rows in my tableView. In simulator everything is good, but on device- not working. And one of the most annoying - when I scroll my table up and down on my device, my table looses form! It starts looking like in screen-shot attached. But if I go to another screen and then come back - everything normalizes. And if I scroll one more time cells also loose their form.

6) I really want to make very special tableView. One that will have horizontally scrollable cells with buttons. For that I use the following structure:
**UIView
UITableView (inside UIView) 
UITableViewCell (inside UITableView)
UITableView (the horizontal table inside UITableViewCell)**

When working with TableViewController.m (second line) I have great problem in following code:

    tableViewCell.horizontalTableView.transform = rotateTable;
    tableViewCell.horizontalTableView.frame = CGRectMake(0, 0, tableViewCell.horizontalTableView.frame.size.width, tableViewCell.horizontalTableView.frame.size.height); 
    tableViewCell.contentArray = [arrays objectAtIndex:indexPath.section];
    tableViewCell.horizontalTableView.allowsSelection = YES;
    cell = tableViewCell;

xCode shows: property ""horizontalTableView"" and ""contentArray"" not found on object of type ""UITableViewCell"". That is enormous! Because both horizontalTableView and ContentArray are described in UITableViewCell.h/.m. I really don't understand if I did something wrong - what to do?




Thank you very much!
",3
10315045,04/25/2012 11:54:24,1355961,04/25/2012 10:54:08,1,0,Problems UITableview with sections Xcode,"I try to make a tableview with 2 sections that is connect to a Detailview.
But I have a problem to configure the cell.</br>
It would be nice if someone could help me to complete the code for the cell.
Or maybe I've made ​​other mistakes.
Thank you in advance for your help.</br>
(I'm using Storyboard and I'm a absolute beginner in Xcode)
 

<pre>

    #import ""RecipesTableViewController.h""
    #import ""RecipeDescriptionViewController.h""
    
    @interface RecipesTableViewController ()
    @property (nonatomic, strong) NSArray *firstRecipeArray;
    @property (nonatomic, strong) NSArray *newrecipeArray;
    
    @end
    
    @implementation RecipesTableViewController
    @synthesize firstRecipeArray= _firstRecipeArray;
    @synthesize newrecipeArray = _newrecipeArray;
    
    
    - (id)initWithStyle:(UITableViewStyle)style
    {
        self = [super initWithStyle:style];
        if (self) {
            // Custom initialization
        }
        return self;
    }
    
    - (void)viewDidLoad
    {
        [super viewDidLoad];
    
          
        _listOfRecipes = [[NSMutableArray alloc] init];
        
        NSArray *firstRecipeArray = [[NSDictionary dictionaryWithContentsOfFile:[[NSBundle mainBundle] pathForResource:@""Rezepte"" ofType:@""plist""]] objectForKey:@""recipes""];
        NSDictionary *firstRecipeDictionary = [NSDictionary dictionaryWithObject:firstRecipeArray forKey:@""recipename""];
        
        NSArray *secondRecipeArray = [[NSDictionary dictionaryWithContentsOfFile:[[NSBundle mainBundle] pathForResource:@""Rezepte"" ofType:@""plist""]] objectForKey:@""recipesnew""];   
        NSDictionary *secondRecipeDictionary = [NSDictionary dictionaryWithObject:secondRecipeArray forKey:@""recipename""];
        
        [_listOfRecipes addObject:firstRecipeDictionary];
        [_listOfRecipes addObject:secondRecipeDictionary];
        
    }
    
    - (void)viewDidUnload
    {
        [super viewDidUnload];
        // Release any retained subviews of the main view.
        // e.g. self.myOutlet = nil;
    }
    
    - (BOOL)shouldAutorotateToInterfaceOrientation:(UIInterfaceOrientation)interfaceOrientation
    {
        return (interfaceOrientation == UIInterfaceOrientationPortrait);
    }
    
    #pragma mark - Table view data source
    
    - (NSString *) tableView:(UITableView *) tableView titleForHeaderInSection:(NSInteger)section {
        if (section == 0)
            return @""Fish"";
        else
            return @""Meat"";
    }
    
    - (NSInteger)numberOfSectionsInTableView:(UITableView *)tableView
    {
    
        // Return the number of sections.
        return [_listOfRecipes count];;
    }
    
    - (NSInteger)tableView:(UITableView *)tableView numberOfRowsInSection:(NSInteger)section
    {
    
        // Return the number of rows in the section.
        NSDictionary *dictionary = [_listOfRecipes objectAtIndex:section];
        NSArray *array = [dictionary objectForKey:@""recipename""];
        return [array count];
    }
    
    - (UITableViewCell *)tableView:(UITableView *)tableView cellForRowAtIndexPath:(NSIndexPath *)indexPath
    {
        static NSString *CellIdentifier = @""recipeCell"";
        UITableViewCell *cell = [tableView dequeueReusableCellWithIdentifier:CellIdentifier];
        
        // Configure the cell...
        NSDictionary *dictionary = [_listOfRecipes objectAtIndex:indexPath.section];
        NSArray *array = [dictionary objectForKey:@""recipename""];
        NSString *cellText = [array objectAtIndex:indexPath.row];
        
        
        
        cell.imageView.image = [UIImage imageNamed:[dictionary objectForKey:@""image""]];
          
        return cell;
    }
     

</pre>

",xcode,uitableview,tableview,section,sections,04/25/2012 17:11:34,not a real question,1,799,5,"Problems UITableview with sections Xcode I try to make a tableview with 2 sections that is connect to a Detailview.
But I have a problem to configure the cell.</br>
It would be nice if someone could help me to complete the code for the cell.
Or maybe I've made ​​other mistakes.
Thank you in advance for your help.</br>
(I'm using Storyboard and I'm a absolute beginner in Xcode)
 

<pre>

    #import ""RecipesTableViewController.h""
    #import ""RecipeDescriptionViewController.h""
    
    @interface RecipesTableViewController ()
    @property (nonatomic, strong) NSArray *firstRecipeArray;
    @property (nonatomic, strong) NSArray *newrecipeArray;
    
    @end
    
    @implementation RecipesTableViewController
    @synthesize firstRecipeArray= _firstRecipeArray;
    @synthesize newrecipeArray = _newrecipeArray;
    
    
    - (id)initWithStyle:(UITableViewStyle)style
    {
        self = [super initWithStyle:style];
        if (self) {
            // Custom initialization
        }
        return self;
    }
    
    - (void)viewDidLoad
    {
        [super viewDidLoad];
    
          
        _listOfRecipes = [[NSMutableArray alloc] init];
        
        NSArray *firstRecipeArray = [[NSDictionary dictionaryWithContentsOfFile:[[NSBundle mainBundle] pathForResource:@""Rezepte"" ofType:@""plist""]] objectForKey:@""recipes""];
        NSDictionary *firstRecipeDictionary = [NSDictionary dictionaryWithObject:firstRecipeArray forKey:@""recipename""];
        
        NSArray *secondRecipeArray = [[NSDictionary dictionaryWithContentsOfFile:[[NSBundle mainBundle] pathForResource:@""Rezepte"" ofType:@""plist""]] objectForKey:@""recipesnew""];   
        NSDictionary *secondRecipeDictionary = [NSDictionary dictionaryWithObject:secondRecipeArray forKey:@""recipename""];
        
        [_listOfRecipes addObject:firstRecipeDictionary];
        [_listOfRecipes addObject:secondRecipeDictionary];
        
    }
    
    - (void)viewDidUnload
    {
        [super viewDidUnload];
        // Release any retained subviews of the main view.
        // e.g. self.myOutlet = nil;
    }
    
    - (BOOL)shouldAutorotateToInterfaceOrientation:(UIInterfaceOrientation)interfaceOrientation
    {
        return (interfaceOrientation == UIInterfaceOrientationPortrait);
    }
    
    #pragma mark - Table view data source
    
    - (NSString *) tableView:(UITableView *) tableView titleForHeaderInSection:(NSInteger)section {
        if (section == 0)
            return @""Fish"";
        else
            return @""Meat"";
    }
    
    - (NSInteger)numberOfSectionsInTableView:(UITableView *)tableView
    {
    
        // Return the number of sections.
        return [_listOfRecipes count];;
    }
    
    - (NSInteger)tableView:(UITableView *)tableView numberOfRowsInSection:(NSInteger)section
    {
    
        // Return the number of rows in the section.
        NSDictionary *dictionary = [_listOfRecipes objectAtIndex:section];
        NSArray *array = [dictionary objectForKey:@""recipename""];
        return [array count];
    }
    
    - (UITableViewCell *)tableView:(UITableView *)tableView cellForRowAtIndexPath:(NSIndexPath *)indexPath
    {
        static NSString *CellIdentifier = @""recipeCell"";
        UITableViewCell *cell = [tableView dequeueReusableCellWithIdentifier:CellIdentifier];
        
        // Configure the cell...
        NSDictionary *dictionary = [_listOfRecipes objectAtIndex:indexPath.section];
        NSArray *array = [dictionary objectForKey:@""recipename""];
        NSString *cellText = [array objectAtIndex:indexPath.row];
        
        
        
        cell.imageView.image = [UIImage imageNamed:[dictionary objectForKey:@""image""]];
          
        return cell;
    }
     

</pre>

",5
5087039,02/23/2011 04:34:51,629526,02/23/2011 04:23:55,1,0,LoginWindowUI.nib,"I'm new into this.. trying to create a simple app for macosx, basically I want this app to startup right after the user login with username/password..

and it's just a simple app has a window & that window displays a warning message and then have two buttons ""agree"" & ""decline""
if the user hit agree then it will continue to the login process.. works as ""LOG IN button"" 

if the user hit Decline then it will go back to the loginwindow..works like ""CANCEL button""

but since am new into Xcode.. I have already created the app with both buttons.. but don't know how to add IBAction and Outlets!..

Any ideas?..

Thanks",xcode,button,ibaction,,,,open,0,106,1,"LoginWindowUI.nib I'm new into this.. trying to create a simple app for macosx, basically I want this app to startup right after the user login with username/password..

and it's just a simple app has a window & that window displays a warning message and then have two buttons ""agree"" & ""decline""
if the user hit agree then it will continue to the login process.. works as ""LOG IN button"" 

if the user hit Decline then it will go back to the loginwindow..works like ""CANCEL button""

but since am new into Xcode.. I have already created the app with both buttons.. but don't know how to add IBAction and Outlets!..

Any ideas?..

Thanks",3
7210111,08/26/2011 20:15:23,914756,08/26/2011 20:10:38,1,0,"How to display something other than ""$nan"" or ""$-inf"" in a custom calculator?","I am creating an app that calculates 6 input fields.  I can't figure out how to make the output say ""check data"" if the user submits bad information in a field or ""Empty Field"" if the user left a field blank.  Currently, the output will state either ""$nan"" or ""$-inf"".  

Does anyone have an idea how I would handle this?  ",xcode,,,,,08/27/2011 05:48:53,not a real question,1,65,13,"How to display something other than ""$nan"" or ""$-inf"" in a custom calculator? I am creating an app that calculates 6 input fields.  I can't figure out how to make the output say ""check data"" if the user submits bad information in a field or ""Empty Field"" if the user left a field blank.  Currently, the output will state either ""$nan"" or ""$-inf"".  

Does anyone have an idea how I would handle this?  ",1
7444521,09/16/2011 12:16:40,874083,08/02/2011 07:24:47,1,0,how can I stop animation at the last frame for few seconds,"all

I want to  stop an animation at the last frame, and after that after few seconds it will call another animation .. if any buddy have any tutorial then plz give it to me,, 

thnx

",xcode,cocos2d,,,,10/15/2011 00:42:27,not a real question,1,36,12,"how can I stop animation at the last frame for few seconds all

I want to  stop an animation at the last frame, and after that after few seconds it will call another animation .. if any buddy have any tutorial then plz give it to me,, 

thnx

",2
5297102,03/14/2011 10:00:46,19808,09/21/2008 00:00:46,468,9,Reset Xcode 4 window positions,"I revive a previous question, but now for Xcode 4.

How can I reset window positions for a project in Xcode 4?

The old question was:
http://stackoverflow.com/questions/390884/xcode-window-positions-when-switching-from-dual-to-single-monitor

I've tried to delete user data files as suggested in the other question, but it didn't reset the window positions.
",xcode,osx,xcode4,,,,open,0,43,5,"Reset Xcode 4 window positions I revive a previous question, but now for Xcode 4.

How can I reset window positions for a project in Xcode 4?

The old question was:
http://stackoverflow.com/questions/390884/xcode-window-positions-when-switching-from-dual-to-single-monitor

I've tried to delete user data files as suggested in the other question, but it didn't reset the window positions.
",3
9499867,02/29/2012 13:17:30,1059677,11/22/2011 11:39:36,109,6,How can i perform Print ona pdf which i have cretaed,I have created a method for generating the pdf and use this as mail attachment.But i want to use the same pdf for the print purpose.How can i do this?thanx in advance.,xcode,pdf,ios5,printing,,02/29/2012 19:37:20,not a real question,1,32,11,How can i perform Print ona pdf which i have cretaed I have created a method for generating the pdf and use this as mail attachment.But i want to use the same pdf for the print purpose.How can i do this?thanx in advance.,4
8979996,01/23/2012 23:13:08,699325,02/08/2011 22:18:49,11,1,Xcode AVFoundation.framework not found,"I am missing the following Framework:
/System/Frameworks/AVFoundation.framework
I am trying to build a Mac application (NOT iPhone), so cannot use the AVFoundation frameworks for the iPhone simulator or device.  Is there a way to download just this foundation?  The error I am getting is:
",xcode,,,,,04/02/2012 21:09:48,too localized,1,44,4,"Xcode AVFoundation.framework not found I am missing the following Framework:
/System/Frameworks/AVFoundation.framework
I am trying to build a Mac application (NOT iPhone), so cannot use the AVFoundation frameworks for the iPhone simulator or device.  Is there a way to download just this foundation?  The error I am getting is:
",1
