PostId,PostCreationDate,OwnerUserId,OwnerCreationDate,ReputationAtPostCreation,OwnerUndeletedAnswerCountAtPostTime,Title,BodyMarkdown,Tag1,Tag2,Tag3,Tag4,Tag5,PostClosedDate,OpenStatus,OpenStatusInt,BodyLength,TitleLength,TitleConcatWithBody,NumberOfTags
11535028,07/18/2012 05:53:03,1533734,07/18/2012 05:49:56,1,0,How to include advance amount in PayPal in the time of full payment?,"At present,we are using  PayPal(Pay Now) to accept payments to us through our website. We are using HTML variables such as discount_amount,tax,shipping etc. We are accepting a particular amount as advance amount prior to the full payment.
And so, is there anyway by which we could deduct the ""advance amount"" from the ""full amount"" at the time of the full payment through PayPal. Also, the advance amount should appear in paypal receipt.

 

Regards..

 

Jomon
",perl,paypal,payment,,,07/19/2012 03:11:45,not a real question,1,74,13,"How to include advance amount in PayPal in the time of full payment? At present,we are using  PayPal(Pay Now) to accept payments to us through our website. We are using HTML variables such as discount_amount,tax,shipping etc. We are accepting a particular amount as advance amount prior to the full payment.
And so, is there anyway by which we could deduct the ""advance amount"" from the ""full amount"" at the time of the full payment through PayPal. Also, the advance amount should appear in paypal receipt.

 

Regards..

 

Jomon
",3
11254568,06/29/2012 00:07:29,1367853,05/01/2012 13:49:01,21,1,Array return is not working,"    use Text::Diff;
    my $count;
    our $stats2 = 0;
    for($count = 0; $count <= 1000; $count++){
    my $data_dir=""archive/oswiostat/oracleapps.*dat"";
    my $data_file= `ls -t $data_dir | head -1`;
    chomp($data_file);
    while(defined($data_file)){
    print $data_file;
    open (DAT,$data_file) || die(""Could not open file! $!"");
    my @stats1 = stat $data_file;
    @raw_data=<DAT>;
    close(DAT);
    print ""Stats1 is :$stats1[9]\n"";
    sleep(5);
    print ""Checking $stats1[9] equals $stats2\n"";
    chomp $stats[9];
    chomp $stats2;
    if($stats1[9] != $stats2){
    print ""I am here"";
    my @diff = diff \@raw_data, \@raw_data2, { STYLE => ""Context"" };
    @trim_diff = removedash(@diff);
    print ""@trim_diff"";
    }
    @raw_data2=@raw_data;
    $stats2 = $stats1[9];
    print ""Stat2: $stats2\n"";
    }
    }
    
    sub removedash {
    print ""Its in sub"";
            my $cnt=0;
            foreach (@_) {
    chomp;
     if (/^- /){
     s#^- ##g;
       $ar[$cnt] = ""$_\n"";
      $cnt++;
     }
     }
     return (@ar);
    }


I am using a sub to remove dashes from array and send it back. The @trim_diff should have the return @ar, but it is showing nothing. I am not sure where i have done wrong. Can you guys help me with it? ",perl,,,,,07/02/2012 03:04:10,too localized,1,317,5,"Array return is not working     use Text::Diff;
    my $count;
    our $stats2 = 0;
    for($count = 0; $count <= 1000; $count++){
    my $data_dir=""archive/oswiostat/oracleapps.*dat"";
    my $data_file= `ls -t $data_dir | head -1`;
    chomp($data_file);
    while(defined($data_file)){
    print $data_file;
    open (DAT,$data_file) || die(""Could not open file! $!"");
    my @stats1 = stat $data_file;
    @raw_data=<DAT>;
    close(DAT);
    print ""Stats1 is :$stats1[9]\n"";
    sleep(5);
    print ""Checking $stats1[9] equals $stats2\n"";
    chomp $stats[9];
    chomp $stats2;
    if($stats1[9] != $stats2){
    print ""I am here"";
    my @diff = diff \@raw_data, \@raw_data2, { STYLE => ""Context"" };
    @trim_diff = removedash(@diff);
    print ""@trim_diff"";
    }
    @raw_data2=@raw_data;
    $stats2 = $stats1[9];
    print ""Stat2: $stats2\n"";
    }
    }
    
    sub removedash {
    print ""Its in sub"";
            my $cnt=0;
            foreach (@_) {
    chomp;
     if (/^- /){
     s#^- ##g;
       $ar[$cnt] = ""$_\n"";
      $cnt++;
     }
     }
     return (@ar);
    }


I am using a sub to remove dashes from array and send it back. The @trim_diff should have the return @ar, but it is showing nothing. I am not sure where i have done wrong. Can you guys help me with it? ",1
2100785,01/20/2010 10:57:46,175407,09/18/2009 08:48:27,373,29,Perl CGI Content Header vs print Content type,"If I'm using cgi module in Perl, I can do this

<pre>
$cgi = CGI->new();
$cgi->header(-type=>""text\html"");
</pre>

Or go for the classic

<pre>
print ""Content-Type: text\html\n\n"";
</pre>

Does it matter which we use? Is there any difference between the two? Both seem to work.

For me I'd go for the first if I was using cgi anyway, but if not then I wouldn't bother loading the module for just one action. But just wondering if there is any thing on the subject?

Psy",perl,cgi,header,,,,open,0,72,8,"Perl CGI Content Header vs print Content type If I'm using cgi module in Perl, I can do this

<pre>
$cgi = CGI->new();
$cgi->header(-type=>""text\html"");
</pre>

Or go for the classic

<pre>
print ""Content-Type: text\html\n\n"";
</pre>

Does it matter which we use? Is there any difference between the two? Both seem to work.

For me I'd go for the first if I was using cgi anyway, but if not then I wouldn't bother loading the module for just one action. But just wondering if there is any thing on the subject?

Psy",3
8641205,12/27/2011 04:36:58,948212,09/16/2011 05:57:02,11,0,"perl, if condition and logic AND","OK

    my $login='anybody';
    exit if $login ne 'root';

NOT OK. Why?

    my $login='anybody';
    (print ""erorr"" && exit) if $login ne 'root';

p.s. i know about if (condition) {action}. I just want to know about current problem.",perl,,,,,12/27/2011 19:38:51,not a real question,1,46,6,"perl, if condition and logic AND OK

    my $login='anybody';
    exit if $login ne 'root';

NOT OK. Why?

    my $login='anybody';
    (print ""erorr"" && exit) if $login ne 'root';

p.s. i know about if (condition) {action}. I just want to know about current problem.",1
512738,02/04/2009 18:49:28,35229,11/06/2008 19:08:30,127,2,Perl Equivalent for PHP's $_FILES,"What is the Perl equivalent of PHP's $_FILES?  I've got some software that sends log files to a web server and I need to retrieve them using Perl instead of PHP.  I'm using CGI.pm.

Here's the code in PHP:

    <?
        foreach ($_FILES as $key=>$value)
            {
             $uploaded_file = $_FILES[$key]['tmp_name'];
            }
    ?>",perl,php,,,,,open,0,98,5,"Perl Equivalent for PHP's $_FILES What is the Perl equivalent of PHP's $_FILES?  I've got some software that sends log files to a web server and I need to retrieve them using Perl instead of PHP.  I'm using CGI.pm.

Here's the code in PHP:

    <?
        foreach ($_FILES as $key=>$value)
            {
             $uploaded_file = $_FILES[$key]['tmp_name'];
            }
    ?>",2
11105383,06/19/2012 16:33:50,36532,11/11/2008 12:01:42,670,12,Two or more pathparts chained,"How can I have more than one pathpart in an action at the same time? I tried with Regex and LocalRegex but it realy doesnt work.

This is the result I want:

    /typeone/*/*/something
    /typetwo/*/*/something

I want to achieve this by using only one base action that captures the two args in from, and can have either the ""typeone"" or ""typetwo"" pathpart.

The ""something"" is just another action that is chained to that base. I don't want to have two bases with two different pathparts, that would require me to have two something chained to each of the bases, right?

Thank you",perl,catalyst,chained,,,,open,0,103,5,"Two or more pathparts chained How can I have more than one pathpart in an action at the same time? I tried with Regex and LocalRegex but it realy doesnt work.

This is the result I want:

    /typeone/*/*/something
    /typetwo/*/*/something

I want to achieve this by using only one base action that captures the two args in from, and can have either the ""typeone"" or ""typetwo"" pathpart.

The ""something"" is just another action that is chained to that base. I don't want to have two bases with two different pathparts, that would require me to have two something chained to each of the bases, right?

Thank you",3
101719,09/19/2008 13:13:39,18103,09/18/2008 18:52:09,140,9,What are the best Perl modules?,"What is the most important module you pull off of CPAN to add to a stock Perl install?

One module only per response, please, and please try not to duplicate other people's answers so we can see the most popular rise to the top.  If somebody else has already mentioned your favorite module, vote it up and add your second-favorite.",perl,perl-module,cpan,polls,,05/05/2012 13:46:41,not constructive,1,60,6,"What are the best Perl modules? What is the most important module you pull off of CPAN to add to a stock Perl install?

One module only per response, please, and please try not to duplicate other people's answers so we can see the most popular rise to the top.  If somebody else has already mentioned your favorite module, vote it up and add your second-favorite.",4
6838716,07/27/2011 02:06:32,807893,06/21/2011 06:21:19,505,0,Is there the best recommendation of good OO project in Perl?,I want to find a good OO project in Perl for learning purpose. Can you recommend one?,perl,oop,,,,07/27/2011 02:37:10,not constructive,1,17,11,Is there the best recommendation of good OO project in Perl? I want to find a good OO project in Perl for learning purpose. Can you recommend one?,2
11254022,06/28/2012 22:52:16,1487041,06/27/2012 22:19:14,6,0,Perl serialize de-serialize example,"I was experimenting with the serialization-deserialization in Perl  
( <http://stackoverflow.com/questions/11235885/phpserialization-gives-an-error-when-trying-to-serialize-httpresponse> )   
and having some problems.  

Eventually I got my Lab to work. Here it is:


    #!/usr/bin/perl -w
    
    use strict ;
    use warnings ;
    use HTML::Parser ; 
    use HTTP::Response ; 
    use URI::http ; 
    use LWP ; 
    
    use Data::Serializer ;
    
    # Get an object to serialize
    my $url = 'http://stackoverflow.com/' ; 
    my $ua  = LWP::UserAgent->new() ;
    my $page = $ua->get($url) ; 
    
    # Check it's valid
    print ""HTTP::Response reference is "". length($page)."" bytes long.\n"" ; 
    print $page ; print ""\n"" ; 
    print $page->status_line(), ""\n"" ; 
    print $page->base(), ""\n"" ; 
    
    my $sdobj = Data::Serializer->new() ;
    
    # Serialize and store it
    my $fh ; 
    open $fh, '>stored.dat' or die ""Cannot create store file $!"" ; 
    $sdobj->store ( $page, $fh ) ; 
    close $fh ; 
    
    # Retrieve and restore it to valid_perl_object
    my $recpg ; 
    open $fh, '<stored.dat' or die ""Cannot open store file $!"" ; 
    $recpg = $sdobj->retrieve ( $fh ) ; 
    close $fh ; 
    
    # Check it's valid
    print $recpg ;  print ""\n"" ; 
    print $recpg->status_line(), ""\n"" ; 
    print $recpg->base(), ""\n"" ; 
    #print $recpg->content(), ""\n"" ;     # Better not :-)


Execution gives:

    % ./serdesLab3.pl 
    HTTP::Response reference is 30 bytes long.
    HTTP::Response=HASH(0x9f163b0)
    200 OK
    http://stackoverflow.com/
    HTTP::Response=HASH(0x9f42820)
    200 OK
    http://stackoverflow.com/
    % 


Any comments are welcome.  
/Stephan.
",perl,serialization,,,,06/29/2012 05:35:16,not a real question,1,400,4,"Perl serialize de-serialize example I was experimenting with the serialization-deserialization in Perl  
( <http://stackoverflow.com/questions/11235885/phpserialization-gives-an-error-when-trying-to-serialize-httpresponse> )   
and having some problems.  

Eventually I got my Lab to work. Here it is:


    #!/usr/bin/perl -w
    
    use strict ;
    use warnings ;
    use HTML::Parser ; 
    use HTTP::Response ; 
    use URI::http ; 
    use LWP ; 
    
    use Data::Serializer ;
    
    # Get an object to serialize
    my $url = 'http://stackoverflow.com/' ; 
    my $ua  = LWP::UserAgent->new() ;
    my $page = $ua->get($url) ; 
    
    # Check it's valid
    print ""HTTP::Response reference is "". length($page)."" bytes long.\n"" ; 
    print $page ; print ""\n"" ; 
    print $page->status_line(), ""\n"" ; 
    print $page->base(), ""\n"" ; 
    
    my $sdobj = Data::Serializer->new() ;
    
    # Serialize and store it
    my $fh ; 
    open $fh, '>stored.dat' or die ""Cannot create store file $!"" ; 
    $sdobj->store ( $page, $fh ) ; 
    close $fh ; 
    
    # Retrieve and restore it to valid_perl_object
    my $recpg ; 
    open $fh, '<stored.dat' or die ""Cannot open store file $!"" ; 
    $recpg = $sdobj->retrieve ( $fh ) ; 
    close $fh ; 
    
    # Check it's valid
    print $recpg ;  print ""\n"" ; 
    print $recpg->status_line(), ""\n"" ; 
    print $recpg->base(), ""\n"" ; 
    #print $recpg->content(), ""\n"" ;     # Better not :-)


Execution gives:

    % ./serdesLab3.pl 
    HTTP::Response reference is 30 bytes long.
    HTTP::Response=HASH(0x9f163b0)
    200 OK
    http://stackoverflow.com/
    HTTP::Response=HASH(0x9f42820)
    200 OK
    http://stackoverflow.com/
    % 


Any comments are welcome.  
/Stephan.
",2
1291931,08/18/2009 05:14:48,11827,09/16/2008 11:36:33,445,6,What are the most important features of an IDE for Perl development?,"As some of you might know I am the lead developer of <a href=""http://padre.perlide.org/"">Padre, the Perl IDE</a>. In the first year of its development Padre became an acceptable text editor with some extra features for Perl development.

I'd like to ask the StackOverflow community for some help in driving the project further to turn it into an exceptional IDE for Perl development. So I'd be glad to read what do you think what are the most important features of an IDE that are still missing from Padre?.

Especially I'd be interested from people who currently use Eclipse+EPIC, Komodo, Visual Studio or any of the text editors for programmers.",perl,ide,eclipse,komodo,,,open,0,106,12,"What are the most important features of an IDE for Perl development? As some of you might know I am the lead developer of <a href=""http://padre.perlide.org/"">Padre, the Perl IDE</a>. In the first year of its development Padre became an acceptable text editor with some extra features for Perl development.

I'd like to ask the StackOverflow community for some help in driving the project further to turn it into an exceptional IDE for Perl development. So I'd be glad to read what do you think what are the most important features of an IDE that are still missing from Padre?.

Especially I'd be interested from people who currently use Eclipse+EPIC, Komodo, Visual Studio or any of the text editors for programmers.",4
