PostId,PostCreationDate,OwnerUserId,OwnerCreationDate,ReputationAtPostCreation,OwnerUndeletedAnswerCountAtPostTime,Title,BodyMarkdown,Tag1,Tag2,Tag3,Tag4,Tag5,PostClosedDate,OpenStatus,OpenStatusInt,BodyLength,TitleLength,TitleConcatWithBody,NumberOfTags
4383477,12/08/2010 01:47:19,534445,12/08/2010 01:47:19,1,0,Extracting logical records from a physical file in the fastest time. ,"This is a generic question not specific to any particular language. Java can be chosen as a placeholder. If I have a flat file that has the following structure  
start:this is record 1:end  
start:this is record 2, with more chars than record 1:end  
start:this is record 3, with more chars than record 1 and record 2:end  
....  
start:this is record n, with more chars than record n-1 ... 1:end  
How can I efficiently process this physical file where every logical record is demarcated by a 'start' and 'end'. I'm not looking for the fastest way to do this ?",performance,,,,,,open,0,105,12,"Extracting logical records from a physical file in the fastest time.  This is a generic question not specific to any particular language. Java can be chosen as a placeholder. If I have a flat file that has the following structure  
start:this is record 1:end  
start:this is record 2, with more chars than record 1:end  
start:this is record 3, with more chars than record 1 and record 2:end  
....  
start:this is record n, with more chars than record n-1 ... 1:end  
How can I efficiently process this physical file where every logical record is demarcated by a 'start' and 'end'. I'm not looking for the fastest way to do this ?",1
8460378,12/10/2011 22:21:25,357035,06/03/2010 01:52:36,14,1,How to Test Site Performance in Asia,I'm located in the US and need to test site performance for Asian audiences. Any provide help on how I accomplish this?,performance,,,,,,open,0,22,7,How to Test Site Performance in Asia I'm located in the US and need to test site performance for Asian audiences. Any provide help on how I accomplish this?,1
6033080,05/17/2011 15:18:26,521799,11/26/2010 21:16:49,4300,168,Speed of paged queries in Oracle,"This is a never-ending topic for me and I'm wondering if I might be overlooking something. Essentially I use two types of SQL statements in an application:

 1. Regular queries with a ""fallback"" limit
 2. Sorted and paged queries

Now, we're talking about some queries against tables with several million records, joined to 5 more tables with several million records. Clearly, we hardly want to fetch all of them, that's why we have the above two methods to limit user queries.

**Case 1** is really simple. We just add an additional `ROWNUM` filter:

    WHERE ...
      AND ROWNUM < ?


That's quite fast, as Oracle's CBO will take this filter into consideration for its execution plan and probably apply a `FIRST_ROWS` operation (similar to the one enforced by the `/*+FIRST_ROWS*/` hint.

**Case 2**, however is a bit more tricky with Oracle, as there is no `LIMIT ... OFFSET` clause as in other RDBMS. So we nest our ""business"" query in a technical wrapper as such:

    SELECT outer.* FROM (
      SELECT * FROM (
        SELECT inner.*, ROWNUM as RNUM, MAX(ROWNUM) OVER(PARTITION BY 1) as TOTAL_ROWS
        FROM (
          [""business query""]
        ) inner
      ) 
      WHERE ROWNUM < ?
    ) outer
    WHERE outer.RNUM > ?

Note that the `TOTAL_ROWS` field is calculated to know how many pages we will have even without fetching all data. Now this paging query is usually quite satisfying. But every now and then (as I said, when querying 5M+ records, possibly including non-indexed searches), this runs for 2-3minutes.

I'm wondering, is that state-of-the-art simulation of `LIMIT ... OFFSET`, including `TOTAL_ROWS` in Oracle, or is there a better solution that will be faster by design, e.g. by using the `ROW_NUMBER()` window function instead of the `ROWNUM` pseudo-column?",performance,oracle,oracle11g,rownum,window-functions,,open,0,343,6,"Speed of paged queries in Oracle This is a never-ending topic for me and I'm wondering if I might be overlooking something. Essentially I use two types of SQL statements in an application:

 1. Regular queries with a ""fallback"" limit
 2. Sorted and paged queries

Now, we're talking about some queries against tables with several million records, joined to 5 more tables with several million records. Clearly, we hardly want to fetch all of them, that's why we have the above two methods to limit user queries.

**Case 1** is really simple. We just add an additional `ROWNUM` filter:

    WHERE ...
      AND ROWNUM < ?


That's quite fast, as Oracle's CBO will take this filter into consideration for its execution plan and probably apply a `FIRST_ROWS` operation (similar to the one enforced by the `/*+FIRST_ROWS*/` hint.

**Case 2**, however is a bit more tricky with Oracle, as there is no `LIMIT ... OFFSET` clause as in other RDBMS. So we nest our ""business"" query in a technical wrapper as such:

    SELECT outer.* FROM (
      SELECT * FROM (
        SELECT inner.*, ROWNUM as RNUM, MAX(ROWNUM) OVER(PARTITION BY 1) as TOTAL_ROWS
        FROM (
          [""business query""]
        ) inner
      ) 
      WHERE ROWNUM < ?
    ) outer
    WHERE outer.RNUM > ?

Note that the `TOTAL_ROWS` field is calculated to know how many pages we will have even without fetching all data. Now this paging query is usually quite satisfying. But every now and then (as I said, when querying 5M+ records, possibly including non-indexed searches), this runs for 2-3minutes.

I'm wondering, is that state-of-the-art simulation of `LIMIT ... OFFSET`, including `TOTAL_ROWS` in Oracle, or is there a better solution that will be faster by design, e.g. by using the `ROW_NUMBER()` window function instead of the `ROWNUM` pseudo-column?",5
10502280,05/08/2012 16:07:59,1365990,04/30/2012 14:15:51,6,0,Improve loading speed of a dynatree (300 nodes) which takes 20 to 25 seconds,I am building the entire JSON reading contents of each node and its details from the database. Then use initAjax method to load the dynatree. It takes about 20 to 25 seconds to load.Is there any way to speed up the loading time. I understand I could use lazy loading instead but I need the search ability on the tree for which I am assuming I need all the node present and not load when they are activated. The tree is going to grow considerbly more in the future months and years. Please suggest/advise what is the best path to take in my scenario. Thanks in advance.,performance,dynatree,,,,,open,0,107,14,Improve loading speed of a dynatree (300 nodes) which takes 20 to 25 seconds I am building the entire JSON reading contents of each node and its details from the database. Then use initAjax method to load the dynatree. It takes about 20 to 25 seconds to load.Is there any way to speed up the loading time. I understand I could use lazy loading instead but I need the search ability on the tree for which I am assuming I need all the node present and not load when they are activated. The tree is going to grow considerbly more in the future months and years. Please suggest/advise what is the best path to take in my scenario. Thanks in advance.,2
7657896,10/05/2011 07:16:23,504357,11/11/2010 10:17:49,441,14,Apache Benchmark - concurrency and number of requests,"The benchmark documentation says concurrency is how many requests are done simultaneously, while number of requests is total number of requests. What I'm wondering is, if I put a 100 requests at a concurrency level of 20, does that mean 5 tests of 20 requests at the same time, or 100 tests of 20 requests at the same time each? I'm assuming the second option, because of the example numbers quoted below..

I'm wondering because I frequently see results such as this one on some testing blogs:

    Complete requests: 1000000
    Failed requests: 2617614

This seems implausible, since the number of failed requests is higher than the number of total requests.",performance,apache,concurrency,request,benchmarking,,open,0,114,8,"Apache Benchmark - concurrency and number of requests The benchmark documentation says concurrency is how many requests are done simultaneously, while number of requests is total number of requests. What I'm wondering is, if I put a 100 requests at a concurrency level of 20, does that mean 5 tests of 20 requests at the same time, or 100 tests of 20 requests at the same time each? I'm assuming the second option, because of the example numbers quoted below..

I'm wondering because I frequently see results such as this one on some testing blogs:

    Complete requests: 1000000
    Failed requests: 2617614

This seems implausible, since the number of failed requests is higher than the number of total requests.",5
8075362,11/10/2011 05:30:34,944738,09/14/2011 13:36:55,106,5,programming approach for better performance,"Which approach is better?

Initialize everything at the start of application and free it at the end of application(exit).

Or Initialize when you need it and free it after using it.

And does it effect on the performance?

Thanks in advance",performance,development-approach,,,,11/10/2011 08:55:14,not a real question,1,37,5,"programming approach for better performance Which approach is better?

Initialize everything at the start of application and free it at the end of application(exit).

Or Initialize when you need it and free it after using it.

And does it effect on the performance?

Thanks in advance",2
10010890,04/04/2012 12:15:58,419425,08/13/2010 09:59:53,11,0,indexedDB vs WebSQL,"While I was studying IndexedDB, I materialized my findings in a performance test between IndexeDB and Web SQL. From my test it seems that WebSQL is faster, although I find other results on the web. I have added this project to [github](https://github.com/scaljeri/indexeddb-vs-websql)
If anybody would like to review my code and provide me feedback, I would really appreciate this!

Cheers
Luca",performance,web-sql,indexeddb,,,04/05/2012 12:33:31,not constructive,1,58,3,"indexedDB vs WebSQL While I was studying IndexedDB, I materialized my findings in a performance test between IndexeDB and Web SQL. From my test it seems that WebSQL is faster, although I find other results on the web. I have added this project to [github](https://github.com/scaljeri/indexeddb-vs-websql)
If anybody would like to review my code and provide me feedback, I would really appreciate this!

Cheers
Luca",3
7655060,10/04/2011 23:08:16,979447,10/04/2011 22:57:54,1,0,Apple Keyboard Efficiency and Big Oh,"I don't like Apple keyboards because there is no backspace key - I have to traverse to the end of a text segment and then delete everything before it (the delete key does what the backspace key usually would). 

It takes twice as long!

I wanted to make a case that the algorithm efficiency is different somehow, but I know that O (2n) and O(n) are equivalent in growth. 

Is there a better way to express this than saying O(2n), where the ""2"" matters for such small values of n?

Thanks, 
any help is appreciated! ",performance,algorithm,big-o,,,10/05/2011 03:25:59,not a real question,1,94,6,"Apple Keyboard Efficiency and Big Oh I don't like Apple keyboards because there is no backspace key - I have to traverse to the end of a text segment and then delete everything before it (the delete key does what the backspace key usually would). 

It takes twice as long!

I wanted to make a case that the algorithm efficiency is different somehow, but I know that O (2n) and O(n) are equivalent in growth. 

Is there a better way to express this than saying O(2n), where the ""2"" matters for such small values of n?

Thanks, 
any help is appreciated! ",3
7839049,10/20/2011 16:20:39,895174,08/15/2011 15:24:25,443,7,Mongo db any trick for speed up query whit OFFSET and LIMIT?,"does anyone knows if exist any good trick to speed up queries on mongo db when using limit with offset too?
i'm just using indexes, i would like to know if are there no-standard tricks. 
thx",performance,query,mongodb,tricks,,11/27/2011 17:33:01,not constructive,1,35,12,"Mongo db any trick for speed up query whit OFFSET and LIMIT? does anyone knows if exist any good trick to speed up queries on mongo db when using limit with offset too?
i'm just using indexes, i would like to know if are there no-standard tricks. 
thx",4
3971455,10/19/2010 18:29:42,361850,06/08/2010 22:11:44,6,0,Element host first time creation performance.,"We have WPF app and sometimes we display windows panel with windows controls. And one of those controls can be again a WPF control, which is hosted in element host.


    WPF (MainWindow)

      WindowsFormsHost

        Windows(Panel)

          Elementhost

                WPF(usercontrol)

 

 

This windows Panel on an average has 2-3 wpf controls. Everytime panel is displayed the initialization of first element host is taking around 250 ms and subsequent element hosts very less around 10 ms. We are disposing panel once it is closed. Per this article if we create an empty element host and keep it alive/visible till the life of app, any subsequent creation of elementhosts takes very little time, which is true and i tested with a sample project. But when i created an empty element host and added to our Main wpf window, it does not help. Which means, when a wndow panel displayed element host inside it still takes around 250 ms. Any ideas whats going on here?

 

Thanks

Santosh",performance,element,host,,,,open,0,198,6,"Element host first time creation performance. We have WPF app and sometimes we display windows panel with windows controls. And one of those controls can be again a WPF control, which is hosted in element host.


    WPF (MainWindow)

      WindowsFormsHost

        Windows(Panel)

          Elementhost

                WPF(usercontrol)

 

 

This windows Panel on an average has 2-3 wpf controls. Everytime panel is displayed the initialization of first element host is taking around 250 ms and subsequent element hosts very less around 10 ms. We are disposing panel once it is closed. Per this article if we create an empty element host and keep it alive/visible till the life of app, any subsequent creation of elementhosts takes very little time, which is true and i tested with a sample project. But when i created an empty element host and added to our Main wpf window, it does not help. Which means, when a wndow panel displayed element host inside it still takes around 250 ms. Any ideas whats going on here?

 

Thanks

Santosh",3
