PostId,PostCreationDate,OwnerUserId,OwnerCreationDate,ReputationAtPostCreation,OwnerUndeletedAnswerCountAtPostTime,Title,BodyMarkdown,Tag1,Tag2,Tag3,Tag4,Tag5,PostClosedDate,OpenStatus,OpenStatusInt,BodyLength,TitleLength,TitleConcatWithBody,NumberOfTags
6808085,07/24/2011 16:28:14,688912,04/02/2011 12:46:29,123,6,what exactly is vim's advance,"I have a question about vim.

I didn't use vim in my work before, but I tried hard to learn it. and I'm really curios of people who use vim(gcc gdb) as their IDE, is it really that good? even better than VC6, or sourceinsight or VS2010+visual assist x or eclipse?

could anyone tell me the great thing about vim and so I can have faith to learn it.

btw I think the first IDE I used when I was a kid was visual basic 6, did all you vim guys use vim as your first editor when you use computers?",vim,ide,,,,07/24/2011 16:49:50,not constructive,1,98,5,"what exactly is vim's advance I have a question about vim.

I didn't use vim in my work before, but I tried hard to learn it. and I'm really curios of people who use vim(gcc gdb) as their IDE, is it really that good? even better than VC6, or sourceinsight or VS2010+visual assist x or eclipse?

could anyone tell me the great thing about vim and so I can have faith to learn it.

btw I think the first IDE I used when I was a kid was visual basic 6, did all you vim guys use vim as your first editor when you use computers?",2
10766058,05/26/2012 12:05:09,403390,07/27/2010 12:45:07,4036,83,How to scroll in insert mode?,"Is there a default key for scrolling in insert mode? I know that I could just

    :imap <F5> <ESC><C-e>a
    :imap <F6> <ESC><C-y>a

but I'm wondering if there's any key binding there by default.",vim,,,,,,open,0,38,6,"How to scroll in insert mode? Is there a default key for scrolling in insert mode? I know that I could just

    :imap <F5> <ESC><C-e>a
    :imap <F6> <ESC><C-y>a

but I'm wondering if there's any key binding there by default.",1
8080802,11/10/2011 14:12:15,72583,03/02/2009 00:04:44,5057,71,VIM vs Emacs for low level Arduino development?,"Over the past few years I have mostly focused on high level programming, such as Ruby on Rails, Java, etc. But recently I decided to learn something low level, so I ordered Arduino starter kit and got some books.

The question at hand is, what should I use for an editor?

For me, there are really two options, Emacs and VIM. I don't want to use any kind of IDE. I already have quite a lot of experience with VIM, but mostly for system administration and never really for programming.

On the other hand, I always wanted to learn Emacs, but every time I give it a try, I fail for lack of motivation. Last time I wanted to use Emacs for Ruby I ended up switching to TextMate, because it was just so much easier and more productive (for me as a Emacs noob).

But now that I'm going to work with low level stuff for Arduino, I want to get dirty and really learn to use the editor I chose to it's fullest. I don't want any hand-holding-IDE-stuff anymore.

The thing is, I still can't decide. I googled around a lot about Emacs vs VIM, and it usually ends up either in *VIM is better for small stuff and Emacs for bigger stuff*, but other people say it's a matter of choice.

To be completely honest, I'm leaning towards VIM just because I'm already familiar with it. On the other hand, every time I see someone praise Emacs, I feel sad because I've never really given it a try.

**Are there any low level programming specific (C/C++ or Assembler) things that I should note when deciding between VIM and Emacs?**

I'm working on a Macbook Pro, so the *VI is everywhere because it's POSIX* argument doesn't apply here.",vim,emacs,editor,arduino,low-level,11/10/2011 16:52:03,not constructive,1,292,8,"VIM vs Emacs for low level Arduino development? Over the past few years I have mostly focused on high level programming, such as Ruby on Rails, Java, etc. But recently I decided to learn something low level, so I ordered Arduino starter kit and got some books.

The question at hand is, what should I use for an editor?

For me, there are really two options, Emacs and VIM. I don't want to use any kind of IDE. I already have quite a lot of experience with VIM, but mostly for system administration and never really for programming.

On the other hand, I always wanted to learn Emacs, but every time I give it a try, I fail for lack of motivation. Last time I wanted to use Emacs for Ruby I ended up switching to TextMate, because it was just so much easier and more productive (for me as a Emacs noob).

But now that I'm going to work with low level stuff for Arduino, I want to get dirty and really learn to use the editor I chose to it's fullest. I don't want any hand-holding-IDE-stuff anymore.

The thing is, I still can't decide. I googled around a lot about Emacs vs VIM, and it usually ends up either in *VIM is better for small stuff and Emacs for bigger stuff*, but other people say it's a matter of choice.

To be completely honest, I'm leaning towards VIM just because I'm already familiar with it. On the other hand, every time I see someone praise Emacs, I feel sad because I've never really given it a try.

**Are there any low level programming specific (C/C++ or Assembler) things that I should note when deciding between VIM and Emacs?**

I'm working on a Macbook Pro, so the *VI is everywhere because it's POSIX* argument doesn't apply here.",5
4617059,01/06/2011 16:18:28,350789,05/26/2010 10:18:46,47,2,Showing trailing spaces in vim,"I've set the following options in .vimrc

    set listchars=tab:▸\ ,trail:·
    set list

And expected to see dots in those places where spaces are used for tabulation in the code (I use spaces, not tabs).
However, the result is different:
http://clip2net.com/clip/m56531/1294330645-clipj13237-52kb.png

Could you please recommend how to reach the desired result? Thanks!",vim,indentation,,,,,open,0,53,5,"Showing trailing spaces in vim I've set the following options in .vimrc

    set listchars=tab:▸\ ,trail:·
    set list

And expected to see dots in those places where spaces are used for tabulation in the code (I use spaces, not tabs).
However, the result is different:
http://clip2net.com/clip/m56531/1294330645-clipj13237-52kb.png

Could you please recommend how to reach the desired result? Thanks!",2
5642341,04/12/2011 22:24:25,415600,08/09/2010 22:13:59,423,32,Is it possible to use multiple arguments in vim command,"I have this mvn command  

    mvn install:install-file -DgroupId=i.hate.james.blunt -DartifactId=yourartifactid... -Dversion=1.0 -Dpackaging=jar -Dfile=/path/to/jarfile

And I want to transfer it to a command in vim, at the moment I have this

    command -nargs=* MvnAddToRepositoy :!mvn install:install-file -DgroupId=i.hate.james.blunt -DartifactId=<arg1> -Dversion=1.0 -Dpackaging=jar -Dfile=<arg2>

I am unable to find this in vim docs or an example on the net.

Can anyone help?",vim,vimrc,,,,,open,0,62,10,"Is it possible to use multiple arguments in vim command I have this mvn command  

    mvn install:install-file -DgroupId=i.hate.james.blunt -DartifactId=yourartifactid... -Dversion=1.0 -Dpackaging=jar -Dfile=/path/to/jarfile

And I want to transfer it to a command in vim, at the moment I have this

    command -nargs=* MvnAddToRepositoy :!mvn install:install-file -DgroupId=i.hate.james.blunt -DartifactId=<arg1> -Dversion=1.0 -Dpackaging=jar -Dfile=<arg2>

I am unable to find this in vim docs or an example on the net.

Can anyone help?",2
7325052,09/06/2011 19:24:29,403915,07/27/2010 21:47:50,90,12,Can someone explain to me why the dot (.) command is so useful in VIM?,I use VIM pretty regularly now but I never use the dot (.) command to repeat the previous action. I keep reading about how awesome it is but I never see any real world examples that make sense to me and the way I code in VIM. What are some real world examples that show how awesome the dot (.) command is?,vim,vi,,,,,open,0,62,15,Can someone explain to me why the dot (.) command is so useful in VIM? I use VIM pretty regularly now but I never use the dot (.) command to repeat the previous action. I keep reading about how awesome it is but I never see any real world examples that make sense to me and the way I code in VIM. What are some real world examples that show how awesome the dot (.) command is?,2
11694659,07/27/2012 19:42:18,1302754,03/30/2012 08:09:30,17,0,is it possible to lock keyboard layout for app in ubuntu?,I'm using two keyboard layouts in my ubuntu. But in vim I'm using a keymap switching so I want to lock English  layout to gvim window whenever I switch to it. Is it possible in ubuntu?,vim,ubuntu,keyboard-layout,,,07/29/2012 16:41:09,off topic,1,37,11,is it possible to lock keyboard layout for app in ubuntu? I'm using two keyboard layouts in my ubuntu. But in vim I'm using a keymap switching so I want to lock English  layout to gvim window whenever I switch to it. Is it possible in ubuntu?,3
10330760,04/26/2012 09:33:35,662967,03/16/2011 17:14:17,761,4,How can I resolve these problems with numbers?,"I still have troubles with numbers in Vim:

p.e.

    let a = 1.02 | let b = '10000000' | let total = a*b | echo total --> 1.02e7  

I would like to avoid Exponentials.
How can I have the output 10200000 ?

    let a = 4000000000 | let b = '1' | let total = a+b | echo total  --> -294967295 

Why does this give a wrong output? 

Tnx
",vim,float,numbers,integer,exponential,,open,0,75,8,"How can I resolve these problems with numbers? I still have troubles with numbers in Vim:

p.e.

    let a = 1.02 | let b = '10000000' | let total = a*b | echo total --> 1.02e7  

I would like to avoid Exponentials.
How can I have the output 10200000 ?

    let a = 4000000000 | let b = '1' | let total = a+b | echo total  --> -294967295 

Why does this give a wrong output? 

Tnx
",5
5603667,04/09/2011 07:51:32,662967,03/16/2011 17:14:17,150,4,Which LEADER key and ESC key are you using in VIM?,"Many people use a customized Leader/ESC key in VIM.   
Which are you using?   
Aren't they conflicting with normal mode mapping?",vim,key,productivity,,,04/09/2011 17:45:08,not a real question,1,24,11,"Which LEADER key and ESC key are you using in VIM? Many people use a customized Leader/ESC key in VIM.   
Which are you using?   
Aren't they conflicting with normal mode mapping?",3
10677044,05/20/2012 20:44:27,1073134,11/30/2011 10:33:47,1,0,Deep Vim integration for windows and Linux Environments at the System Level,"Being a vim fanboy, I want to surround myself with the power of vim everywhere I type/edit. 
*(I'm using pentadactyl add-on for Firefox to get the power of vim-key bindings in the browser)*

But, I'm looking for **Deep** vim integration and key-bindings in windows(win7) and Linux environments.
i.e replacing the default buffers and instead use vim buffers and vim modes totally system wide for editing. 

Lets say in any app now I get options - **to use the vim modes** or the 
**default normal mode** typing.

Is this practically possible? 


----------


And I would love to take this as a side-project this summer. Any good pointers to start off?",vim,,,,,05/21/2012 12:14:54,off topic,1,105,12,"Deep Vim integration for windows and Linux Environments at the System Level Being a vim fanboy, I want to surround myself with the power of vim everywhere I type/edit. 
*(I'm using pentadactyl add-on for Firefox to get the power of vim-key bindings in the browser)*

But, I'm looking for **Deep** vim integration and key-bindings in windows(win7) and Linux environments.
i.e replacing the default buffers and instead use vim buffers and vim modes totally system wide for editing. 

Lets say in any app now I get options - **to use the vim modes** or the 
**default normal mode** typing.

Is this practically possible? 


----------


And I would love to take this as a side-project this summer. Any good pointers to start off?",1
1830875,12/02/2009 05:42:50,222616,12/02/2009 04:21:17,1,0,Finding definitions/references to C++ class members in Vim,"I'm using Vim for a C++ project that I've started working on and I've been spending a lot of time lately browsing through the existing code to get a hang of it. To make the browsing easier, I've setup ctags and cscope in Vim to jump to definitions and find references.

However, I find that neither of them are intelligent enough to know which class a member variable/function belongs to. For example:

    class Square;
    ...

    Square a;
    ...
    a.rotate();

Attempting to find the definition of `rotate()` will bring up member functions from other classes too, like Triangle. I use `g]` in Vim to bring up a list of matching tags and fortunately ctags lists the associated class for each entry. However, when there are 200 classes with the same member function, it can be tiresome to hunt down the correct tag.

Also, if I am at a function definition:

    Square::rotate()
    {
        ...
    }

Attempting to find all calls to `rotate()` using cscope brings up calls to Triangle's and other classes' rotate functions.

Because of this, I find myself jumping to **Visual Slickedit** every now and then to find the definition or reference to a member function or member variable. Is there any way I can accomplish this in good old **Vim**?
",vim,c++,,,,,open,0,237,8,"Finding definitions/references to C++ class members in Vim I'm using Vim for a C++ project that I've started working on and I've been spending a lot of time lately browsing through the existing code to get a hang of it. To make the browsing easier, I've setup ctags and cscope in Vim to jump to definitions and find references.

However, I find that neither of them are intelligent enough to know which class a member variable/function belongs to. For example:

    class Square;
    ...

    Square a;
    ...
    a.rotate();

Attempting to find the definition of `rotate()` will bring up member functions from other classes too, like Triangle. I use `g]` in Vim to bring up a list of matching tags and fortunately ctags lists the associated class for each entry. However, when there are 200 classes with the same member function, it can be tiresome to hunt down the correct tag.

Also, if I am at a function definition:

    Square::rotate()
    {
        ...
    }

Attempting to find all calls to `rotate()` using cscope brings up calls to Triangle's and other classes' rotate functions.

Because of this, I find myself jumping to **Visual Slickedit** every now and then to find the definition or reference to a member function or member variable. Is there any way I can accomplish this in good old **Vim**?
",2
5510367,04/01/2011 07:29:38,1145225,04/01/2011 07:15:08,1,0,can't run vim-ruby-debugger(rails3). any choices to run?,"1. :Rdebugger - running, but server doesn't start automatically
2. :Rdebugger 'script/rails server' -- E77: Too many file names
3. tryed just to run :Rserver - failed. I don't have 'rails server -d' working at all- after start rails stops without any errors. In common everything works(from console).
Env - Mac Os X 10.6.6, macvim 7.3, zsh, rvm, ruby 1.8.7(as default)

",vim,macvim,,,,,open,0,58,7,"can't run vim-ruby-debugger(rails3). any choices to run? 1. :Rdebugger - running, but server doesn't start automatically
2. :Rdebugger 'script/rails server' -- E77: Too many file names
3. tryed just to run :Rserver - failed. I don't have 'rails server -d' working at all- after start rails stops without any errors. In common everything works(from console).
Env - Mac Os X 10.6.6, macvim 7.3, zsh, rvm, ruby 1.8.7(as default)

",2
5235692,03/08/2011 16:59:28,650190,03/08/2011 16:59:28,1,0,Why VIM's (jk) navigate file line instead of screen line?,Why VIM set the default line navigation (jk) to navigate file line instead of screen line. Is there any use-case when this behavior is desirable?,vim,key-bindings,,,,03/08/2011 21:22:17,not constructive,1,25,10,Why VIM's (jk) navigate file line instead of screen line? Why VIM set the default line navigation (jk) to navigate file line instead of screen line. Is there any use-case when this behavior is desirable?,2
10015575,04/04/2012 16:40:05,283807,03/01/2010 18:09:56,676,28,Tmux vs. iTerm2 split panes,"Why should I use tmux when iterm2 has split panes?  

I have never used tmux, and want to know if there are advantages to using that in my workflow instead of the split pane features iterm2 has.

I really like the dimming of inactive windows that iTerm2 split panes offers.  Does tmux do something similar?

Is it better to use tmux with vim instead of the iterm2 split panes?",vim,tmux,iterm,,,04/05/2012 20:24:27,off topic,1,69,5,"Tmux vs. iTerm2 split panes Why should I use tmux when iterm2 has split panes?  

I have never used tmux, and want to know if there are advantages to using that in my workflow instead of the split pane features iterm2 has.

I really like the dimming of inactive windows that iTerm2 split panes offers.  Does tmux do something similar?

Is it better to use tmux with vim instead of the iterm2 split panes?",3
