PostId,PostCreationDate,OwnerUserId,OwnerCreationDate,ReputationAtPostCreation,OwnerUndeletedAnswerCountAtPostTime,Title,BodyMarkdown,Tag1,Tag2,Tag3,Tag4,Tag5,PostClosedDate,OpenStatus,OpenStatusInt,BodyLength,TitleLength,TitleConcatWithBody,NumberOfTags
11218619,06/27/2012 02:33:54,1369159,05/02/2012 04:39:34,1,2,init script not start when startup on ubuntu 12.04,"I creates init script with bash for unicorn to start, stop and restart named is unicorn . And I am trying to add it on startup or rc2.d with this command.

> update-rc.d unicorn defaults ..

and the result is :

> Adding system startup for /etc/init.d/unicorn ...   
> /etc/rc0.d/K20unicorn -> ../init.d/unicorn    /etc/rc1.d/K20unicorn ->
> ../init.d/unicorn    /etc/rc6.d/K20unicorn -> ../init.d/unicorn   
> /etc/rc2.d/S20unicorn -> ../init.d/unicorn    /etc/rc3.d/S20unicorn ->
> ../init.d/unicorn    /etc/rc4.d/S20unicorn -> ../init.d/unicorn   
> /etc/rc5.d/S20unicorn -> ../init.d/unicorn

but when I try to reboot the machine my script is not working.. whats happen? anyone can tell me? Thanks .. :)",bash,shell,init,unicorn,,06/28/2012 11:12:07,off topic,1,108,9,"init script not start when startup on ubuntu 12.04 I creates init script with bash for unicorn to start, stop and restart named is unicorn . And I am trying to add it on startup or rc2.d with this command.

> update-rc.d unicorn defaults ..

and the result is :

> Adding system startup for /etc/init.d/unicorn ...   
> /etc/rc0.d/K20unicorn -> ../init.d/unicorn    /etc/rc1.d/K20unicorn ->
> ../init.d/unicorn    /etc/rc6.d/K20unicorn -> ../init.d/unicorn   
> /etc/rc2.d/S20unicorn -> ../init.d/unicorn    /etc/rc3.d/S20unicorn ->
> ../init.d/unicorn    /etc/rc4.d/S20unicorn -> ../init.d/unicorn   
> /etc/rc5.d/S20unicorn -> ../init.d/unicorn

but when I try to reboot the machine my script is not working.. whats happen? anyone can tell me? Thanks .. :)",4
6726830,07/17/2011 21:18:35,849063,07/17/2011 21:18:35,1,0,Bash variable assignment,"I have a basic script to edit config files in ~/.config - it works with the `cd` lines, but that seems redundant:

<pre><code>dir=$HOME/.config/$1
if [ ! -d ""$dir"" ]; then :
    else 
	cd ""$dir"" && 
	for file in * ; do
	    case ""$file"" in
		conf | config | *.cfg | *rc)  $EDITOR ""$file"" ;;
		*)  :  ;;
	    esac
    done
    cd - 1>/dev/null;
fi</code></pre>

Changing it to use the variable `""$dir""` fails. What am I doing wrong?

<pre><code>dir=$HOME/.config/$1
if [ ! -d ""$dir"" ]; then :
    else 
	for file in ""$dir"" ; do
	    case ""$file"" in
		conf | config | *.cfg | *rc)  $EDITOR ""$file"" ;;
		*)  :  ;;
	    esac
    done;
fi</code></pre>
",bash,variables,,,,,open,0,133,3,"Bash variable assignment I have a basic script to edit config files in ~/.config - it works with the `cd` lines, but that seems redundant:

<pre><code>dir=$HOME/.config/$1
if [ ! -d ""$dir"" ]; then :
    else 
	cd ""$dir"" && 
	for file in * ; do
	    case ""$file"" in
		conf | config | *.cfg | *rc)  $EDITOR ""$file"" ;;
		*)  :  ;;
	    esac
    done
    cd - 1>/dev/null;
fi</code></pre>

Changing it to use the variable `""$dir""` fails. What am I doing wrong?

<pre><code>dir=$HOME/.config/$1
if [ ! -d ""$dir"" ]; then :
    else 
	for file in ""$dir"" ; do
	    case ""$file"" in
		conf | config | *.cfg | *rc)  $EDITOR ""$file"" ;;
		*)  :  ;;
	    esac
    done;
fi</code></pre>
",2
10620975,05/16/2012 14:43:07,835806,07/08/2011 17:29:53,561,52,Is there a site or community serving up to date links for Unix script writers?,"Trying to keep scripts up-to-date is impossible at times and for those of us running blogs with scripts for Linux developers you can never be sure that a link will be up when your audience uses a script. Perhaps your intention is to write a script that always seves latest stable release of item a, b or c.

Is there some type of proxy service out there that guarantees updated links?

Of course this isn't relevant if you don't mind outdated links. ",bash,script,proxy,,,05/27/2012 15:45:44,too localized,1,81,15,"Is there a site or community serving up to date links for Unix script writers? Trying to keep scripts up-to-date is impossible at times and for those of us running blogs with scripts for Linux developers you can never be sure that a link will be up when your audience uses a script. Perhaps your intention is to write a script that always seves latest stable release of item a, b or c.

Is there some type of proxy service out there that guarantees updated links?

Of course this isn't relevant if you don't mind outdated links. ",3
4727036,01/18/2011 17:24:35,1394168,11/24/2010 16:39:50,23,0,bash: append newline when redirecting file,"Here is how I read a file row by row:

    while read ROW
    do
    ...
    done < file

I don't use the other syntax

    cat file | while read ROW
    do
    ...
    done

because the pipe creates a subshell and makes me lose the environment variables.
The problem arises if the file doesn't end with a newline: last line is not read. It is easy to solve this in the latter syntax, by echoing just a newline:

    (cat file; echo) | while read ROW
    do
    ...
    done

How do I do the same in the former syntax, without opening a subshell nor creating a temporary file (the list is quite big)?",bash,file,newline,append,,,open,0,143,6,"bash: append newline when redirecting file Here is how I read a file row by row:

    while read ROW
    do
    ...
    done < file

I don't use the other syntax

    cat file | while read ROW
    do
    ...
    done

because the pipe creates a subshell and makes me lose the environment variables.
The problem arises if the file doesn't end with a newline: last line is not read. It is easy to solve this in the latter syntax, by echoing just a newline:

    (cat file; echo) | while read ROW
    do
    ...
    done

How do I do the same in the former syntax, without opening a subshell nor creating a temporary file (the list is quite big)?",4
10891220,06/05/2012 03:33:09,1436450,06/05/2012 03:29:28,1,0,how to use jobs -x command [args ] in bash,"the `help jobs` command show me following help message,

**If -x is given, COMMAND is run after all job specifications
    that appear in ARGS have been replaced with the process ID of that job's
    process group leader.**

can anyone give me some example ? very thanks!",bash,jobs,,,,06/05/2012 03:35:17,off topic,1,50,10,"how to use jobs -x command [args ] in bash the `help jobs` command show me following help message,

**If -x is given, COMMAND is run after all job specifications
    that appear in ARGS have been replaced with the process ID of that job's
    process group leader.**

can anyone give me some example ? very thanks!",2
7859051,10/22/2011 11:06:59,348785,05/24/2010 09:03:30,682,19,why linux commands call the same thing different names?,"    column
           -s
                  Specify a set of characters to be used to delimit columns for the -t option.
    
    sort
           -t, --field-separator=SEP
                  use SEP instead of non-blank to blank transition
    
    cut
           -d, --delimiter=DELIM
                  use DELIM instead of TAB for field delimiter

    awk
           -F fs
           --field-separator fs
                  Use fs for the input field separator (the value of the FS predefined variable).

It's really difficult to remember all of them.<br>",bash,,,,,10/22/2011 13:06:59,not a real question,1,204,9,"why linux commands call the same thing different names?     column
           -s
                  Specify a set of characters to be used to delimit columns for the -t option.
    
    sort
           -t, --field-separator=SEP
                  use SEP instead of non-blank to blank transition
    
    cut
           -d, --delimiter=DELIM
                  use DELIM instead of TAB for field delimiter

    awk
           -F fs
           --field-separator fs
                  Use fs for the input field separator (the value of the FS predefined variable).

It's really difficult to remember all of them.<br>",1
8666118,12/29/2011 09:39:27,1116360,12/26/2011 13:14:28,15,0,Gnuplot + bash script,"I have some problems with the following:

I would like to plot many data files, and I found a more or less good script for that

    #! /bin/bash
    ls *.data | sed ""s/.data//"" > list
    for i in `cat list` ; do
       sed -e ""s/INPUTFILE/$i/"" -e ""s/OUTPUTFILE/$i/"" \
        plot.gnu | gnuplot
    done
    rm list

plot.gnu

    set term postscript enhanced color
    set output 'OUTPUTFILE.eps'
    set title 'OUTPUTFILE'
    p 'INPUTFILE.data' u 1:2 w l


But I have problem with this part

    for i in `cat list` ; do
           sed -e ""s/INPUTFILE/$i/"" -e ""s/OUTPUTFILE/$i/"" \
            plot.gnu | gnuplot
        done

somehow it cannot update the plot.gnu file as it should be... This sed command does not work properly...

Can anyone help me to solve this issue? Thanks in advance!",bash,sed,gnuplot,,,,open,0,191,4,"Gnuplot + bash script I have some problems with the following:

I would like to plot many data files, and I found a more or less good script for that

    #! /bin/bash
    ls *.data | sed ""s/.data//"" > list
    for i in `cat list` ; do
       sed -e ""s/INPUTFILE/$i/"" -e ""s/OUTPUTFILE/$i/"" \
        plot.gnu | gnuplot
    done
    rm list

plot.gnu

    set term postscript enhanced color
    set output 'OUTPUTFILE.eps'
    set title 'OUTPUTFILE'
    p 'INPUTFILE.data' u 1:2 w l


But I have problem with this part

    for i in `cat list` ; do
           sed -e ""s/INPUTFILE/$i/"" -e ""s/OUTPUTFILE/$i/"" \
            plot.gnu | gnuplot
        done

somehow it cannot update the plot.gnu file as it should be... This sed command does not work properly...

Can anyone help me to solve this issue? Thanks in advance!",3
7155827,08/23/2011 02:54:11,494074,10/23/2010 21:32:53,776,13,How to know how long a process has been running?,I am interested in doing this purely using bash.,bash,,,,,08/23/2011 02:57:46,off topic,1,9,10,How to know how long a process has been running? I am interested in doing this purely using bash.,1
10512777,05/09/2012 08:53:14,1384093,05/09/2012 08:43:38,1,0,Can not pipe the output of echo command to ls,"everyone, i found this strange problem ( maybe it is a feature ) this afternoon.
In my current working directory, there are 5 files, namely a,b,c,d,e

If i issue the following command 

echo ""a""| ls -l


What I expect is only the detailed information of file a is listed.
But from the output, the detailed information of file a,b,c,d,e are listed.
It seems as if the command before the pipe is not working, eg, the following command will output exactly as if only ""ls -l "" is executed.

echo ""whatever_you_type""| ls -l


I am confused, can anybody help to explain this issue ?
I know i can workaround this problem by using xargs, something like echo ""a"" |xargs ls -l
But I want to know why.

",bash,,,,,,open,0,117,10,"Can not pipe the output of echo command to ls everyone, i found this strange problem ( maybe it is a feature ) this afternoon.
In my current working directory, there are 5 files, namely a,b,c,d,e

If i issue the following command 

echo ""a""| ls -l


What I expect is only the detailed information of file a is listed.
But from the output, the detailed information of file a,b,c,d,e are listed.
It seems as if the command before the pipe is not working, eg, the following command will output exactly as if only ""ls -l "" is executed.

echo ""whatever_you_type""| ls -l


I am confused, can anybody help to explain this issue ?
I know i can workaround this problem by using xargs, something like echo ""a"" |xargs ls -l
But I want to know why.

",1
2514512,03/25/2010 10:01:04,296316,03/18/2010 08:16:10,119,0,What's the equivalent of the bash in windows batch?,"    while [1 = 1]
    do
    eject
    sleep 1
    
    eject -t
    sleep 1
    done


And this is said to be the same:

    watch -n 1 eject -T

What does it do?What's the equivalent in batch?",bash,batch,syntax,,,,open,0,61,9,"What's the equivalent of the bash in windows batch?     while [1 = 1]
    do
    eject
    sleep 1
    
    eject -t
    sleep 1
    done


And this is said to be the same:

    watch -n 1 eject -T

What does it do?What's the equivalent in batch?",3
